0,1,dGsolv_avg
CCCCCCOC(C)=O,CC(C)Cc(nc1C)sc1C,-8.42046703
CCCCOP(OCCCC)(OCCCC)=O,OC1=NC(=N)NC2=C1N=C(I)N2,-25.21449808
CC(=O)c1ccccc1,CCc1ccccc1C(O)=O,-10.37987824
CC(CC1)CS1(=O)=O,COc1ccc(cc1)N(=O)=O,-10.35751332
CC(C)c(cc1)ccc1C,O=C2NC=Nc1[nH]ncc21,-10.35453203
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,BrC1=CNC(=O)N=C1N,-13.48910322
CCCCCCCCCCCCCC,C(CCN2c4ccnc5c4ccc3c5nccc3N1CCCC1)C2,-17.97335755
Cc1ncccc1C,S(Sc1sccc1)c2sccc2,-12.20730444
CC(=O)c1ccccc1,Oc1cccc(C)c1C,-9.31508057
BrC(Br)Br,CCCCCc(cc1O)cc(O)c1,-11.47306729
NCCCN,C=COC1CC1,-3.11796275
C=Cc1ccccc1,NNC(c1ccncc1)=O,-10.12207879
COCCOC,O=C(OCCc1ccccc1)c2ccccc2,-12.74558735
ClC(Cl)=C(Cl)Cl,O=C1NC(=O)NC(C1)=O,-8.231053900000001
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,FCOC(CF)C(F)(F)F,-3.69843812
O1CCCCC1,Oc(ccc1C)cc1Cl,-11.27382039
c1cscc1,Pc1ccccc1,-6.13804054
CCCCCCOC(C)=O,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-25.9449183
CCN(CC)CC,CCOC(=O)C1C(C)=CC=CC1(C)C,-8.25185778
FCCCCCCCC,CN(C)c(ccc1N=C2C(C(O)=O)=CC3=O)cc1OC2=C3O,-19.62602635
Cc1ncccc1C,Clc(ccc1N)cc1C,-9.96864403
CCOC(OCC)=O,Clc(ccc1Cl)cc1c(cc2Cl)c(Cl)cc2Cl,-13.08922502
O1CCCCC1,CC(C)C(C=O)c1ccccc1,-8.98755362
CC(=O)c1ccccc1,Nc2ncnc1c2ncn1C,-12.06612853
CC(Cl)(Cl)Cl,CCCCCCOC(C)OCC,-8.01683216
CC(=O)c1ccccc1,CN(C)C=NC(c1ccccc1)=O,-12.63852616
Cc1ncccc1C,CCN(CC)C(F)C,-5.18056372
ClC(Cl)=C(Cl)Cl,ClC1=C(NC2=NC=C(N3C=NC=C23)C2=CC=CC=C2)C=CC=C1,-18.45678128
O,CCCCN(C(F)(F)F)C(F)(F)F,2.50255771
CCCC(C)CC,CCC(O)C#C,-3.62188987
CC(Cl)(Cl)Cl,OCCCCSC,-8.13115636
ClC(Cl)=O,CCCCCCCCCCCCCCCCCCc1ccccc1,-17.89459778
Fc1c(F)c(F)c(F)c(F)c1F,CC(COC(C)=O)OC(C)=O,-6.46871883
CC(Cl)(Cl)Cl,C=CCCS(c(cc1)ccc1C)(=O)=O,-12.97344203
OCCCO,CCCP(O)(O)=O,-16.11178247
OCCOCCOCCOCCCC,OC43CC2C5CC(CC1C5C4)CC2C1C3,-10.41567921
c2nc1ccccc1cc2,CC2OC(OC2)c1occc1,-8.14791066
CCOC(OCC)=O,CCOC(=O)C(C#N)c1c(F)c(c(F)c2F)c(c(F)c2F)c(F)c1F,-13.17546471
O,CC2(C)C(CC(CCC3=O)CC3C)C1CC2CC1,-5.26914018
ClC1CCCCC1,CC1COC(CCCCCCCCCC1)=O,-11.26666387
CCCCCCOC(C)=O,CC1(C)C=C(C)CCC(C1)OC(C)=O,-9.15391754
FCCCCCCCC,CC(C)(C)C(OC2CC3C1CC=CC1C2C3)=O,-9.88567588
ClC(Cl)=C(Cl)Cl,CC1=CCOCC1,-5.04839579
Oc1cc(C)ccc1,Fc1cc(F)[nH]c1,-4.90335177
COCCO,CCOC(F)(F)C,-3.31984989
CCCN(=O)=O,O=C(C2(C3)CC(CC1C2)CC3C1)N,-11.50060625
O,Fc1cc(F)c(F)c(Nc(c(F)c2F)c(F)c(F)c2F)c1F,-1.41866736
CCCCC(CO)CC,OCCC2=CCC1CC2C1(C)C,-8.94561243
ClC(Cl)=C(Cl)Cl,OC(C)C(C)CCC1CC=C(C)C1(C)C,-10.09095568
N#CCc1ccccc1,Cc1c(C)c(C)c(C)c(C)c1C,-7.78820905
CCCCC(C)=O,CC(C)=CCCc1cocc1,-7.33726724
CCCCCCCCBr,CCCCCCCCCN1CCCC1=O,-11.55688853
CC(OCc1ccccc1)=O,O=C9c5ccc7c6c5c(c2ccccc92)ccc6c4ccc(c1ccccc81)c3c4c7ccc3C8=O,-28.05411493
CCC(C)c1ccccc1,COc1cc(C)cc(OC)c1O,-9.48661018
CCCCCCC,C=CC1CC2CC1C3C2OCCC3,-8.13095274
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Clc1ccc(cc1)NC(=O)N(C)C,-12.1866338
FCCCCCCCC,ClC(=O)N(c2ccccc2)c1ccccc1,-11.45566995
BrC(Br)Br,O=CCCCCCCCC=C,-9.07444296
OCCC(O)C,C1CC1c2n[nH]nn2,-11.54981942
CCCCCCC,CC(C)CCCC(C)CCCC(C)CCCC1(C)Oc(c(C)c2C)c(CC1)c(C)c2O,-19.72047868
CCCCCCC,FC(F)(F)c1cc(O)ccc1N(=O)=O,-7.75965579
Fc1c(F)c(F)c(F)c(F)c1F,Oc1ccccn1,-5.39797665
ClC(Cl)=C(Cl)Cl,c(cn1)ccc1c(ccc3)nc3c2ccccn2,-14.06706015
CCCCC,CCCCC(=O)C(C)=O,-5.51889104
C(CC2)CCC2c1ccccc1,CCOCC=C(C)CCC=C(C)C,-8.55229816
Cc1ncccc1C,CC(C)CCN=C=S,-6.43936713
CC(Cl)(Cl)Cl,CCCCCCCCCc1ccccc1O,-12.34276568
CCCCCC(C)=O,CCCCCCCCCC(OO)=O,-8.92349998
OCCCCCCCCCC,CN2C(CCC2c1cccnc1)=O,-11.74756062
CCN(CC)C(C)=O,COc3ccc(cc3)N=C(c1ccccc1)N(C)c2ccccc2,-16.73020987
CCCCCC,CN(C)c4ccc(cc4)N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-17.37413541
NCCCN,CCCC=CC(OCC)=O,-5.47285841
COCCOC,CCCCC(N)C(O)=O,-10.52621044
Cc1ncccc1C,COC(C(O)(C)C)=O,-6.63156362
CC(C)N(=O)=O,ON=C1C=CCCC1,-7.78257093
O,CN(C)c1ccccc1C,-2.02073617
CCCCCCCCBr,Clc(ccc1Oc2cc3Cl)cc1Oc2c(Cl)c3,-12.27497363
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,O=P(N3CCCCC3)(N2CCCCC2)N1CCCCC1,-13.78873885
BrC(Br)Br,CC(C)Oc(ccc1)cc1C,-8.22527839
Fc1c(F)c(F)c(F)c(F)c1F,COc1cccc(C=O)c1O,-8.74218599
CC(Cl)(Cl)Cl,COc1cccc(OC)c1OC,-9.48615469
CCCCOC(C)=O,CCCCC(C)=C,-4.20171856
Fc1c(F)c(F)c(F)c(F)c1F,OCc(cc1)oc1C,-6.00002866
CCCCCCC,CCN(CC)C(C(F)(F)F)=O,-5.17203736
O,FC(F)(F)C(F)(C)C(F)(C)C(F)(F)F,1.12345749
CCOC(OCC)=O,CCc(occ1O)c1C,-9.16494477
OCC(O)CO,OCC(C)=CCCC2(C)C1CC(CC1)C2=C,-8.75778317
CN1CCCCC1=O,O=P(Oc3ccccc3)(Oc2ccccc2)Oc1ccccc1,-17.43508307
O,Clc1cc(ccc1)N(=O)=O,-4.11124504
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,OC(CN1CNC2C1C(=O)N(C)C(=O)N2C)=O,-15.36270639
OCCCCCO,COc2ccc(CC1CC1)cc2,-7.31719958
N#Cc1ccccc1,CC(OC2=Cc1ccccc1C2=C3C)=C3C,-12.55899304
Oc1cc(C)ccc1,CCCC=CCl,-4.10848922
CCCCCCOC(C)=O,COC(=O)c1oc(cc1)N(=O)=O,-9.57603734
C1CC=CCC1,COC(C)(C)CCCC(C)CC=O,-9.12985063
ClC(Cl)=C(Cl)Cl,CC2(C)C(CCC32C)CC3OC(=O)c1ccccc1,-12.16753445
COCCOC,CCOS(Cl)(=O)=O,-7.37168102
O,c1ncccn1,-6.42272903
O1CCCCC1,CCOC(=O)N=CN(C)C,-9.61851182
CC(=O)c1ccccc1,OCCc1c[nH]c2c1cccc2,-12.71132143
O,CCCCCCCCC,2.53482107
C(CC2)CCC2c1ccccc1,COCCCC(F)(F)F,-4.01809127
Cc1ncccc1C,CN(C)C(c1ccccc1)=O,-9.58720961
C(CC2)CCC2c1ccccc1,FC(F)C(F)(N)C,-3.74014175
O,O=CCOc1ccccc1,-5.98959858
CCN(CC)CC,FCOC(CF)CC,-4.47812108
Clc2c1ccccc1ccc2,COCC(C)OC(C)=O,-6.37596829
CCNC(C)=O,OCCCc1ccccn1,-11.54022789
C(CC2)CCC2c1ccccc1,BrC1CCCCC1,-6.31184085
N#Cc1ccccc1,CC1(C)C(C1C(OCc3cc(Oc2ccccc2)ccc3)=O)C=C(Cl)Cl,-18.02325652
OCCCCCO,CN2c1ccccc1C=CC2=O,-10.31904711
Cc1ncccc1C,CCCCCCCCCCCCCCCCCC(OCCCC)=O,-16.13529263
CCCCC(CO)CC,CCOC(=O)C(CC(O)=C2C(C1CC1)=O)CC2=O,-12.47013812
O,CC2Cc1c(CC2)occ1C,-1.19262479
Fc1c(F)c(F)c(F)c(F)c1F,CNc1ccccc1C,-6.94979567
Cc1ncccc1C,CSSCc1occc1,-8.2685652
O1CCCCC1,Cc1cc(Br)ccc1,-7.34555761
OCCOCCCC,CCC(C)c2cc1cccnc1cc2,-10.44172495
O,FC(F)(F)C(F)(Cl)C(F)(F)Br,2.37463498
BrC(Br)Br,CN1C2CCC1CCC2,-6.92735896
CCCCCC,CC32CCCC(C)(C2CCC(C3CC1)=CC1(C)C=C)C(O)=O,-13.7586646
OCC(O)CO,CCOc1ccc(cc1)N=N(c(cc2)ccc2OCC)=O,-12.55489682
CCCCCC,CC(CCC32C)(CC2CC=C1C3CCCC1(C)C)C=C,-12.23223826
C(CC2)CCC2c1ccccc1,FC(Cl)C(Cl)(Cl)C(F)(F)F,-4.21074439
CCCCCCCCBr,FC(F)C(F)(Cl)C(F)(F)C(F)C(F)(F)F,-3.75162617
CCCCN(CCCC)C=O,OOc1cc(C(C)C)cc(C(C)C)c1,-12.8822931
CCCCCC(C)=O,OCCC(N)C(O)=O,-11.72119864
NCCCN,NCCNCCNCCN,-10.36774254
CC(C)(C)c1ccccc1,CCC=NO,-4.11555849
CCCCOC(=O)c1ccccc1C(OCCCC)=O,CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-3.19495426
CCCCCC(C)=O,OCC(C)(C)N(=O)=O,-8.14024398
CC(=O)c1ccccc1,Brc4ccc(cc4)N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-18.72670499
O1CCCCC1,CC(C)c(cc1)ccc1Cl,-7.6768932
OCCCCCCCC,FC(F)(F)c1cc(ccc1)NC(=O)N(C)C,-12.87924828
CN(C)P(=O)(N(C)C)N(C)C,FC(F)C(C)(C)C(C)(C)C,-5.06604213
CCN(CC)CC,CCCCCCCC(OC(C)C)=O,-8.32297768
ClC(Cl)=C(Cl)Cl,Oc2cc(Cc1ccccc1)ccc2,-10.65704261
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OB(O)c1ccccc1,-5.00559403
COCCOC,CC(C)(C)C(C)=CC,-4.38040202
CC(CC1)CS1(=O)=O,Clc1cc(ccc1C(=O)N)N(=O)=O,-15.76953085
ClC(Cl)=C(Cl)Cl,NC1CONC1=O,-6.199529
O,CC(C)CCC(C)(C)C,2.11559848
C(CC2)CCC2c1ccccc1,OC(C)CCC1=C(C)CCCC1(C)C,-9.97926679
CCOP(OCC)(OCC)=O,OCCNC1=NC=NC2=C1N=C1C=CC=CN21,-18.12058327
Ic1ccccc1,CC=CCCc1ccccn1,-8.52760301
CCCCc1ccccc1,CN(Cc1ccccc1)S(c2ccccc2)(=O)=O,-14.28400232
OCCCCCCCCCCCC,CC(OC=CC1=O)=C1O,-6.98905896
c2nc1ccccc1cc2,CCCCCC=CCCO,-8.41614201
Oc1cc(C)ccc1,Cn1cnc(n2C)c1c(=O)[nH]c2=O,-15.52039465
CCOC(=O)c1ccccc1,CCCCCCCCCCCC(=O)NC,-12.5986813
Oc1cc(C)ccc1,CC(C)(C)C(C)C(C(C)C(C)=O)=C,-9.47611121
Brc2c1ccccc1ccc2,CCCCCCCCBr,-7.44586056
CCOC(=O)c1ccccc1,CCC(OC2CC(CCC21C)C1(C)C)=O,-8.933417500000003
CN(C)C(C)=O,COc1ccnnc1,-9.97413223
CCCCCCCCBr,CCC(=O)c1sccn1,-7.69192161
CCCCCCCC,Cc1n[nH]c(=O)[nH]c1=O,-6.85966001
OCCOCCOCC,OC43CC2C5CC(CC1C5C4)CC2C1C3,-10.46656888
CC(Cl)(Cl)Cl,CC(C)N=C=S,-5.20748035
Oc1cc(C)ccc1,CC(C)(C)c1cc(C(O)=O)ccc1,-11.35301255
O1CCCCC1,CC1CC(CCC1)=O,-6.68834784
CC(Cl)(Cl)Cl,OC(=O)C1=CC=CC2=C1OC1=C2C=CC=C1C(O)=O,-16.06899739
O(c2ccccc2)c1ccccc1,CNC(=O)N(C)c2sc1ccccc1n2,-13.11628316
O,CCc1sc(C)nc1C,-4.1763755
CC(C)(C)c1ccccc1,OC(COC(C)(C)C)COC(C)(C)C,-8.63154348
ClC(Cl)=C(Cl)Cl,COc1ccc(Cl)nn1,-7.78850041
COCCO,CC(OC(C)C(O)=O)C(O)=O,-15.40472886
Clc1ccccc1Cl,NC1=NC2=C(NN=N2)C(O)=N1,-13.18919389
CCOC(OCC)=O,N#Cc1ccc(cc1)N=CN(C)C,-13.66950624
Cc1ncccc1C,CC(C=O)Cc(cc1)ccc1OC,-10.25518543
CCCCCC,CCS(Cl)(=O)=O,-4.90286351
Cc1cc(C)cc(C)c1,COc1ccc(C=O)cc1,-8.58842362
CC(OCc1ccccc1)=O,O=Ic1ccccc1,-10.79717626
CCC(C)CC,COc1ccccc1C(=O)N(C)C,-8.1429292
C(CC2)CCC2c1ccccc1,Clc1cccc(Cl)c1C#N,-8.6667503
Fc1c(F)c(F)c(F)c(F)c1F,CC(=O)Oc(cc1)ccc1C,-7.53106525
CC(OCc1ccccc1)=O,CCCCCC(C)=O,-6.10164848
CCCCCCCC,O=N(=O)N1CCN(CC1)N(=O)=O,-8.14581644
CCCCOC(=O)c1ccccc1C(OCCCC)=O,Oc1ccc(Cl)cc1,-9.41492709
ClC(Cl)=C(Cl)Cl,CC(C)CSCC(C)C,-6.70271773
C(CC2)CCC2c1ccccc1,FCC(C)CC(C)C,-4.58275
CCCCCCCC,Oc2ccccc2C(=O)c1ccccc1,-10.10370275
CCCCOC(C)=O,CN(C)C(N(C)C)=NP(=Nc1ccccc1)(N(C)C)N(C)C,-14.58129072
Cc1cccc(C)c1C,Clc(cc2C)cc(SC4=C3Sc(cc(Cl)cc1C)c1C3=O)c2C4=O,-19.13691257
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CCCCCCCCC=CCCCCCCCCCCCC(O)=O,-18.78715642
C(CC2)CCC2c1ccccc1,COc1ccccc1C=C,-7.11587735
OCC(O)CO,OC1=CC2=C(SC(=O)O2)C=C1,-12.27862145
FCCCCCCCC,CCOC(=O)N=CN(C)C,-8.6951409
CCCCCCC,CCCCCCCCC(=O)N(C)C,-9.06831928
ClC(Cl)=C(Cl)Cl,CC(C)N2C(c1ccccc1NS2(=O)=O)=O,-12.69389912
OCCCCCCCCCCCC,CC(C)Cc1sccn1,-7.28116235
BrC(Br)Br,CC(CCC1=O)=C1O,-7.55491345
CCOC(=O)c1ccccc1C(OCC)=O,OC(=O)Cc(c(Cl)ccc1Cl)c1Cl,-13.10686425
COCCOC,CCCCCC(CO)C(C)=O,-10.36301084
O1CCCCC1,Nc1cccc(N)c1C,-9.86214325
CCCCCCCC,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-8.68030069
OCCCCCO,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,-12.56384313
CC(Cl)(Cl)Cl,NCc1cc(Cl)cc(Cl)c1,-9.03592527
O,COC(Cl)(C(F)(F)F)C(F)(F)F,1.87452832
O,FCC(F)(F)OC(F)(F)C(F)(F)C,0.69768465
N#CCCCC#N,CNCC(C)C1CCCC1,-5.02971326
NCCCN(C)C,COc(ccc2C(=O)c(cc1)ccc1C(F)(F)F)cc2O,-13.69661562
CCCCCCC,N#CCc1occc1,-5.47478234
BrC(Br)Br,CCCCOCC(O)C,-7.18613091
N#CCCCC#N,N#CCc1ccccc1,-8.40762964
Clc2c1ccccc1ccc2,CC(CCC1C2(O)C)CC1C(C(C)C)CC2,-10.79495612
CCCCCCCCBr,CC1(C)CCCC(C)=C1C=C(C)C(C)=O,-9.7077431
CC(C)(C)c1ccccc1,FC(F)(C)C(F)(F)Br,-3.47220286
FCCCCCCCC,CCC(C)(C)C1CCC(CC1)=O,-8.68039857
O1CCCCC1,Cc1ccc(cc1Cl)NC(=O)N(C)C,-13.66788628
OCCCCCCCCCCCC,COC(OC1CCCCCCC1)=O,-8.43235338
NCCCN(C)C,CCCP(O)(O)=O,-17.76490417
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCCCOCCOP(OCCOCCCC)(OCCOCCCC)=O,-17.02180046
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C2NC(N)=Nc1[nH]cnc21,-7.66948759
CCCCCC(C)=O,OCC(C)(C)Cc(ccc1)cc1C,-10.27139238
CC(C)c(cc1)ccc1C,C(CCC2(C1(CCCC1)c3ccccc3)c4ccccc4)C2,-14.19120507
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CON(C)C(=O)Nc(cc1)ccc1Br,-12.30270223
C(CC2)CCC2c1ccccc1,ClCOC(C)C(F)(F)F,-4.16420315
OCCCCCCCCCCCC,CCCCCCCCCC(OO)=O,-8.086884
CCCCCCCCBr,O=c3c1ccccc1c2ccccc32,-10.32237292
CC1OC(OC1)=O,CCCCCC(C)OC(CCC)=O,-6.3344357
O1CCCCC1,CCCCC(=O)C(C)=O,-6.35064848
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,C(CC1)CCN1c2ccncc2,-10.04636169
CCCCCCOC(C)=O,CCCc(cccc1C)c1C,-7.62182158
Cc1ncccc1C,NCCCCCC(=O)N,-12.41566561
N#CCCCCC#N,O=C(c2ccccc2O3)C=C3c1ccccc1,-13.13558159
FCCCCCCCC,CC(C=O)Cc2cc1OCOc1cc2,-9.93338404
CCCCCCCC(OC(COC(CCCCCCC)=O)COC(CCCCCCC)=O)=O,Brc1c(C)cc(cc1C)NC(=O)N(C)C,-13.60919517
CCCCCC,NCc1ccccc1C,-6.71271192
O,OC1C=CCCC1,-5.98825217
CNc1ccccc1,P,-1.11958025
CCCCCCOC(C)=O,Oc1ccc(C#N)cc1,-12.38752957
Oc1cc(C)ccc1,COC(=O)c1ccccc1C,-8.57730862
O1CCCCC1,CCCC(F)(F)N(C)C,-5.54539929
COCCOC,Brc1cc(Br)cc(Br)c1,-9.35115637
Cc1ncccc1C,OC1C=CCCC1,-7.71351198
Cc1cccc(C)c1C,FC(Cl)C(F)(F)OC(F)C(F)(F)F,-3.58918218
CCCCC(CO)CC,CCOP(Cl)OCC,-5.32533621
CC(C)(C)c1ccccc1,CCOCC(F)(F)C(F)(F)F,-3.6375559
OCCCO,FC(F)C(F)C,-2.31065989
O=N(c1ccccc1)=O,C(CC1)CCC1Cc2cnccn2,-9.47245397
O,CCC(c1ccccc1)C(=O)N,-9.47920401
BrC(Br)Br,CC(C)(C)C(=O)C(O)=O,-6.856196099999999
FCCCCCCCC,COc(ccc1C=CC2=O)cc1O2,-10.28536987
Fc1c(F)c(F)c(F)c(F)c1F,OC(CCCCCCCCC(O)=O)=O,-12.698721699999998
COCCOC,CCC(C)CC(F)F,-4.51938445
ClC(Cl)=C(Cl)Cl,OC(=O)c(cc1cc2)oc1cc2,-8.68277527
C(CC2)CCC2c1ccccc1,CCOC(F)C(F)(F)C(F)(F)F,-3.45496204
CCC(C)CC,O=N(=O)c(cc1)ccc1Nc2ccc(cc2)N(=O)=O,-13.56711844
CCCCCCC,FC(F)CC(F)(F)OC(F)(F)F,-2.55262706
CCN(CC)CC,Fc1ccc(cc1)C(=NS(C(F)(F)F)(=O)=O)NS(C(F)(F)F)(=O)=O,-13.07669297
CC(C)(C)c1ccccc1,CCCCC(C)CC(C)C,-6.04947509
O,OCC(C)=CCCC2(C)C1(C)C(CC32)C1C3,-5.11686571
Brc1ccccc1,CC(CCOC(C(C)C)=O)CCC=C(C)C,-10.36897968
CCCCCCCCBr,Clc(ccc32)cc2Oc1cc(Cl)ccc1O3,-11.45975073
CCCCN(CCCC)C=O,CCCCCCCCCCCCCCc1ccccc1,-13.21360427
OCCCCCCCCCCCC,Oc2c1CCCCc1ccc2,-9.87648456
FCCCCCCCC,Nc1ccc(Cl)cn1,-7.8739898
OCCCCCCCCCCCC,Fc2c(F)c(F)c(c(F)c2F)c(c(F)c1F)c(F)c(F)c1O,-10.96421305
CCCCCC(C)=O,CCC1OC(OC1)=O,-8.21068203
CC(=O)c1ccccc1,CCOc(ccc1)cc1F,-6.65130849
O,C=CCc1ccccc1O,-6.02058983
OCCCCO,CC1(C)C2CC1CC=C2CCC=O,-7.34344846
CCCCCCC,CC(C)(C)c(cc1C(C)(C)C)cc(C(C)(C)C)c1N(=O)=O,-12.12669366
CCCCCCC,FC(F)(F)c4ccc(cc4)N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-15.90424226
OCCN(C)CCO,Cc2ccc(OC(=O)Cc1ccccc1)cc2,-11.79010656
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,OC(=O)C1=CC=CC2=C1OC1=C2C=CC=C1C(O)=O,-18.03589297
COCCO,FCN1CCCC1,-4.85688496
Clc2c1ccccc1ccc2,O=C1NCCCCCC1,-9.21014754
CCCCc1ccccc1,CCNc(ccc1)cc1O,-9.11334698
CCCCCCCCBr,CN(C)c1ccccc1N(=O)=O,-9.59727444
COCCO,CCOP1(CCCCO1)=O,-10.78485448
CCCCC(CO)CC,CCCCC1(CC)CCC(OC1)=O,-10.35582249
CCCC(C)CC,FC(F)C(F)C(F)C(C(F)(F)F)C(F)(F)F,-3.4735216
CC#N,P,-1.19703294
BrC(Br)Br,CCc1ncc(C)nc1C,-8.86693076
CC(Cl)(Cl)Cl,CCNC(=O)NO,-8.30679947
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(C)C,-3.30077583
ClC(Cl)=C(Cl)Cl,COc1ccc(cc1)C(=O)c(cc2)ccc2OC,-13.4479766
N#CCCCC#N,CN(C)C=NC1CCCCC1,-6.79462742
CCOC(=O)c1ccccc1,CC(=O)N1CCCC1,-8.00568948
CCCCCCCCBr,CCCSP(OCC)(Oc1ccc(Br)cc1Cl)=O,-14.42725294
CC1OC(OC1)=O,CCCC(C)C(O)=O,-7.45426569
BrC(Br)Br,CC(OCC2C)OC2(C)c1ccccc1,-11.05553646
ClC(Cl)=C(Cl)Cl,OC(=O)c1cc(C(O)=O)cc(C(O)=O)c1,-10.90907323
CCCC(C)CC,CCCC(OC(CCC)=O)=O,-6.68819697
OCC(O)CO,CCC(C)(C)OC(C)C(OCC)=O,-5.25603763
OCCOCCOCCOCCCC,CCCCc1ccc(C(O)=O)cc1,-12.31713319
CCCCCCOC(C)=O,O=c1[nH]c([nH]cc1)=S,-13.03489773
CCCCCCOC(C)=O,CCCCCCCCCCC(=O)NC,-11.96807321
CCCCC(CO)CC,CN(C)Cc1cc(C(F)(F)F)ccc1,-7.00350902
FCCCCCCCC,COC(C)(C)C(F)F,-4.00133466
CCCCN(CCCC)C=O,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1,-23.69365221
Oc1cc(C)ccc1,CCC(O)(CC)C#C,-7.06459082
COCCOC,CC(C)CC(Cl)=O,-5.60816921
BrC(Br)Br,CCOC(=O)C=C(C)C,-7.12422154
O1CCCCC1,CC(CCC=C(C)C)(OC=O)C=C,-8.74710604
O,CC(C)CCCC(C)CCCC(C)CCCC(C)=O,-2.17548605
COCCO,O=C(NC1CCCC1)Nc2ccccc2,-15.45951398
O,c(cc3)ccc3c4cc(c1ccccc1)cc(c2ccccc2)c4,-6.33745154
CCCCC(CC)=O,CCCCCCn1ccnc1,-9.79281092
BrC(Br)Br,CCCC1CCCC1,-5.03993086
Clc1ccccc1Cl,Cc1cc(OC(=O)NC)ccc1,-10.16938311
Oc1cc(C)ccc1,CC1(C)C(CC1CC2OC(C)=O)C2=C,-9.53985969
CCC(C)CC,CCCCCCC(=O)N,-6.59843736
CC(C)CC(C)=O,CC(C)Nc(n1)nc(NC(C)C)nc1Cl,-13.99873672
CCC(C)CC,CN(C)C(N(C)C)=NP(=Nc1ccccc1)(N(C)C)N=C(N(C)C)N(C)C,-14.97659345
CCNC(C)=O,OC(C1=CC2=CC=CC=C2O1)C1=CC=C(Cl)C=C1,-15.69317644
OCCCCCCCC,CCCCCCC(OCC)=O,-7.01548352
CCCCCCCCBr,Brc2cc(C1=NCCC1)cnc2,-10.61591581
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NC(C)C(F)(F)C(F)(F)F,-2.82218008
CCC1OC1,C,-0.23359786
CC(Cl)(Cl)Cl,Clc2nc1ccccc1c(Cl)c2,-10.12930881
CCCN(=O)=O,CCCCCC(C)Oc1cnccn1,-9.13672031
CCCCCCC,COc1ccc(CC=C)cc1OC,-8.42944079
Oc1cc(C)ccc1,OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O,-16.38521579
CCOP(OCC)(OCC)=O,OC(=O)c(cc1C)c(C)cc1C,-12.06829407
FCCCCCCCC,CC(C)CCCC(C)C1CCC4C3CC=C2CC(O)CCC2(C)C3CCC41C,-18.38443356
CCC(C)CC,Oc(ccc1C)cc1Cl,-7.01411192
FCCCCCCCC,O(c1ccccc1)c2[nH]nnn2,-12.78781588
OCCOCC,C(CC1)CCC1Cc2cnccn2,-9.65384449
CCCCCCCCBr,CC1(C)CCCC(C)=C1CC=O,-8.4997132
Oc1cc(C)ccc1,COc2cc(ccc2)NC(c1ccc(cc1)C(=O)Nc(ccc3)cc3OC)=O,-27.36631189
CCCCC,OC2C1C(CO)=CCN1CC2,-8.16616807
ClC(Cl)=C(Cl)Cl,c(ccc1cc3s4)cc1cc3c2ccccc42,-13.34892073
OCCOCCO,CCCCCCCCCC=CC=O,-7.96589699
CC(CC1)CS1(=O)=O,O=C=NCCCCN=C=O,-7.5406372
OCCCCCCCCCCCC,CC(C)NC(=O)N,-9.64534045
CCCCCC,FC(Cl)C(C)(Cl)C(F)(F)C(F)(F)F,-4.58068096
CCOC(OCC)=O,CN(C)C=Nc1ccc(cc1)N(=O)=O,-14.82286336
CCCCCCCCBr,CCCOS(OCCC)=O,-7.55464934
COCCOCCO,COc1cccc(C(O)=O)c1OC,-12.58427731
CCCCCCOC(C)=O,CCCN(C)N=O,-6.60711773
CCCCCCCCBr,CCCCCCOC(CCCCCCCCC)=O,-12.10930263
O,OC(=O)c(ccc1)cc1O,-12.75674481
CCCCCCC,CC(C1CCCCC1)=O,-6.09134721
