SMILES1,SMILES2,solute,solvent,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea,dGsolv_avg
CCCN,C1=CC=C(C=C1)Cl,propylamine,chlorobenzene,-3.59,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,111.065,16.847,56.953,12.735,0.0,11.893,18.496,0.0,1.615,38.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139.805,-3.59
CN(C)C,C1=CC=C(C=C1)Cl,trimethylamine,chlorobenzene,-2.82,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,104.469,25.444,70.245,0.0,0.0,5.935,0.0,0.0,10.682,87.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.848,-2.82
C1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,aniline,chlorobenzene,-6.72,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,88.183,59.941,42.242,80.39,0.0,10.955,18.043,0.0,2.956,13.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,159.079,-6.72
C1=CC=C(C=C1)Cl,C1=CC=C(C=C1)Cl,chlorobenzene,chlorobenzene,-5.66,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,62.984,59.436,42.641,79.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.791,0.0,0.0,0.0,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,161.211,-5.66
C1=CC(=CC=C1O)Br,C1=CC=C(C=C1)Cl,p-bromophenol,chlorobenzene,-8.54,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,60.239,54.176,32.606,72.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.359,8.617,0.0,4.5,0.0,0.0,0.0,0.0,0.0,44.638,0.0,0.0,0.0,29.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.412,-8.54
N,C1=CC=C(C=C1)Cl,ammonia,chlorobenzene,-1.22,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,44.788,0.0,0.0,0.0,0.0,17.444,31.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.232,-1.22
CN,C1=CC=C(C=C1)Cl,methylamine,chlorobenzene,-2.16,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,67.139,10.981,26.288,0.0,0.0,12.243,19.658,0.0,4.546,42.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.362,-2.16
C[N+](=O)[O-],C1=CC=C(C=C1)Cl,nitromethane,chlorobenzene,-4.32,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,36.939,11.231,24.965,0.0,0.0,4.146,0.0,0.0,4.454,14.279,0.0,0.0,53.926,0.0,0.0,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,106.242,-4.32
CC1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,4-methylaniline,chlorobenzene,-7.54,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,109.535,62.375,56.555,80.397,0.0,11.032,18.05,0.0,2.943,13.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.942,-7.54
CCCCCCCC,C(Cl)(Cl)Cl,n-octane,chloroform,-5.25,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,207.769,36.077,139.807,33.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,243.846,-5.25
C1CCCCC1,C(Cl)(Cl)Cl,cyclohexane,chloroform,-4.45,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,143.245,23.821,96.383,29.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,167.066,-4.45
C1=CC=CC=C1,C(Cl)(Cl)Cl,benzene,chloroform,-4.64,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,77.548,65.297,52.481,87.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,142.845,-4.64
CC1=CC=CC=C1,C(Cl)(Cl)Cl,toluene,chloroform,-5.48,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,98.561,67.889,66.586,87.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.45,-5.48
CCC1=CC=CC=C1,C(Cl)(Cl)Cl,ethylbenzene,chloroform,-5.84,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,121.589,68.862,82.09,87.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,190.451,-5.84
CC1=CC=CC=C1C,C(Cl)(Cl)Cl,o-xylene,chloroform,-6.23,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,114.595,70.264,77.341,88.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,184.859,-6.23
CC1=CC(=CC=C1)C,C(Cl)(Cl)Cl,m-xylene,chloroform,-5.86,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,119.554,70.474,80.676,88.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,190.028,-5.86
C1=CC=C2C=CC=CC2=C1,C(Cl)(Cl)Cl,naphthalene,chloroform,-7.89,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,98.761,96.028,66.823,135.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,194.789,-7.89
CO,C(Cl)(Cl)Cl,methanol,chloroform,-3.32,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,52.775,11.719,26.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.815,9.816,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,84.309,-3.32
CCO,C(Cl)(Cl)Cl,ethanol,chloroform,-3.94,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185,-3.94
C(CO)O,C(Cl)(Cl)Cl,"1,2-ethanediol",chloroform,-5.98,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,73.853,10.474,33.926,6.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.734,16.718,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,120.061,-5.98
CCCO,C(Cl)(Cl)Cl,1-propanol,chloroform,-4.41,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,99.3,17.234,57.569,12.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.022,9.837,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.556,-4.41
CC(C)O,C(Cl)(Cl)Cl,isopropanol,chloroform,-4.28,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.348,18.269,56.984,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93,8.387,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,132.546,-4.28
CCCCO,C(Cl)(Cl)Cl,1-butanol,chloroform,-5.28,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,121.113,19.833,72.23,16.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.032,9.834,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,158.978,-5.28
CC(C)(C)O,C(Cl)(Cl)Cl,t-butanol,chloroform,-4.48,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,114.734,21.73,69.575,13.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.936,8.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,152.4,-4.48
CCCCCO,C(Cl)(Cl)Cl,1-pentanol,chloroform,-5.9,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,141.224,22.687,86.487,19.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.924,-5.9
C1=CC=C(C=C1)O,C(Cl)(Cl)Cl,phenol,chloroform,-7.14,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,74.866,60.488,42.537,81.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392,8.575,0.0,4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,153.746,-7.14
CCCCCCO,C(Cl)(Cl)Cl,1-hexanol,chloroform,-6.67,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,162.885,25.384,101.054,22.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,9.054,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,207.282,-6.67
CC1=CC=CC=C1O,C(Cl)(Cl)Cl,o-cresol,chloroform,-7.55,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.156,63.514,56.868,82.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.657,8.542,0.0,3.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,175.327,-7.55
CC1=CC(=CC=C1)O,C(Cl)(Cl)Cl,m-cresol,chloroform,-6.7,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.138,62.885,56.85,81.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.419,8.543,0.0,4.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.442,-6.7
CC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,p-cresol,chloroform,-7.59,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.461,62.796,57.007,81.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.429,8.595,0.0,4.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.686,-7.59
CCCCCCCO,C(Cl)(Cl)Cl,1-heptanol,chloroform,-7.53,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,231.66,-7.53
C1COCCO1,C(Cl)(Cl)Cl,"1,4-dioxane",chloroform,-6.21,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,97.289,20.715,65.452,12.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.312,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146.316,-6.21
CCOCC,C(Cl)(Cl)Cl,diethylether,chloroform,-4.32,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,115.628,27.976,77.884,17.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.554,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,156.159,-4.32
COC1=CC=CC=C1,C(Cl)(Cl)Cl,anisole,chloroform,-6.24,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,95.456,68.582,64.505,79.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,3.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,176.496,-6.24
C=O,C(Cl)(Cl)Cl,formaldehyde,chloroform,0.12,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,26.402,20.853,17.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.717,0.0,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,73.972,0.12
CC=O,C(Cl)(Cl)Cl,acetaldehyde,chloroform,-3.65,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,51.137,23.229,34.381,14.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,0.0,0.0,16.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.417,-3.65
C1=CC=C(C=C1)C=O,C(Cl)(Cl)Cl,benzaldehyde,chloroform,-7.09,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,72.554,71.432,48.992,90.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.091,0.0,0.0,15.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,168.078,-7.09
CC(=O)C,C(Cl)(Cl)Cl,acetone,chloroform,-4.42,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,73.178,26.503,49.331,20.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.984,0.0,0.0,16.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,124.665,-4.42
CCC(=O)C,C(Cl)(Cl)Cl,2-butanone,chloroform,-5.43,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.603,29.05,65.096,24.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,14.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.104,-5.43
CC(=O)C1=CC=CC=C1,C(Cl)(Cl)Cl,acetophenone,chloroform,-7.81,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,92.659,73.893,62.626,95.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.358,0.0,0.0,14.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,188.909,-7.81
CC(=O)O,C(Cl)(Cl)Cl,aceticacid,chloroform,-4.74,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,50.326,18.311,25.273,11.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.233,9.17,0.0,21.68,8.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111.87,-4.74
CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C(Cl)(Cl)Cl,propanoicacid,chloroform,-5.37,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,74.142,20.699,41.287,15.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.789,9.179,0.0,20.114,7.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.63,-5.37
C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,C(Cl)(Cl)Cl,butanoicacid,chloroform,-5.99,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,96.172,23.176,56.103,18.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.743,9.17,0.0,20.084,7.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.091,-5.99
C=CCCC(=O)O,C(Cl)(Cl)Cl,pentanoicacid,chloroform,-6.61,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,117.904,25.808,70.707,21.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.759,9.17,0.0,20.066,7.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,184.471,-6.61
C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C(Cl)(Cl)Cl,hexanoicacid,chloroform,-7.51,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,139.578,28.494,85.277,24.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.756,9.169,0.0,20.059,7.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,208.827,-7.51
CC(=O)OC,C(Cl)(Cl)Cl,methylacetate,chloroform,-4.9,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,73.933,27.914,49.895,10.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.918,0.0,0.0,18.545,7.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,136.765,-4.9
CC(C)C(=O)[O-],C(Cl)(Cl)Cl,methylpropanoate,chloroform,-5.48,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,97.741,30.312,65.908,14.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44,0.0,0.0,16.99,7.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.493,-5.48
CCOC(=O)C,C(Cl)(Cl)Cl,ethylacetate,chloroform,-5.58,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,98.436,31.008,66.383,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.161,0.0,0.0,17.991,7.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,162.605,-5.58
CCCOC(=O)C,C(Cl)(Cl)Cl,propylacetate,chloroform,-6.35,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,120.565,33.366,81.258,23.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.124,0.0,0.0,17.99,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,187.055,-6.35
CCC(C)CC(=O)[O-],C(Cl)(Cl)Cl,methylpentanoate,chloroform,-6.68,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,141.485,35.435,95.312,20.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.404,0.0,0.0,16.935,7.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,209.323,-6.68
CCCCCC(=O)[O-],C(Cl)(Cl)Cl,butylacetate,chloroform,-6.71,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,142.384,35.988,95.928,26.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.112,0.0,0.0,17.986,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,211.484,-6.71
CCCCCC(=O)OC,C(Cl)(Cl)Cl,methylhexanoate,chloroform,-7.24,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,163.165,38.119,109.887,24.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.401,0.0,0.0,16.932,7.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,233.686,-7.24
CCCCCOC(=O)C,C(Cl)(Cl)Cl,pentylacetate,chloroform,-7.36,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,164.048,38.675,110.491,29.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.112,0.0,0.0,17.988,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,235.834,-7.36
CCN,C(Cl)(Cl)Cl,ethylamine,chloroform,-4.02,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,89.43,14.194,42.357,8.715,0.0,11.88,18.548,0.0,2.003,38.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.505,-4.02
CNC,C(Cl)(Cl)Cl,dimethylamine,chloroform,-3.69,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,87.404,19.36,50.035,0.0,0.0,8.369,9.117,0.0,8.1,72.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.134,-3.69
CCCN,C(Cl)(Cl)Cl,propylamine,chloroform,-4.73,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,111.065,16.847,56.953,12.735,0.0,11.893,18.496,0.0,1.615,38.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139.805,-4.73
CN(C)C,C(Cl)(Cl)Cl,trimethylamine,chloroform,-3.9,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,104.469,25.444,70.245,0.0,0.0,5.935,0.0,0.0,10.682,87.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.848,-3.9
CCNCC,C(Cl)(Cl)Cl,diethylamine,chloroform,-5.23,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,124.959,25.41,76.627,15.564,0.0,7.528,7.802,0.0,3.569,60.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,157.896,-5.23
