0,1,dGsolv_avg
COC(C)=O,Cc1cc(C=C)ccc1,-6.62900586
CCCCCCCCC=C,CC(C)CC(=O)Cc1ccccc1,-8.38370751
OCCC#N,Clc(cc1O)cc(Cl)c1Cl,-8.14920778
CCCCN(CCCC)CCCC,O=N(=O)C(N(=O)=O)N(=O)=O,-5.9703944
BrC(Br)Br,OC(=O)C1NC(CC1)=O,-9.87617618
OCCCCCCC,CC(C)=NN=C(C)C,-6.35460324
CC(C)N(=O)=O,CCOC(CCC(O)C(OCC)=O)=O,-10.32881559
BrC(Br)Br,FCC(=O)NC,-5.98487556
CC(OCc1ccccc1)=O,C1NCCN1,-5.76897119
FC(F)(F)C(F)(F)C(F)(F)F,CCCC(F)(F)CF,-2.88276622
CCCOCC(O)C,C=CCNC(=O)NCC=C,-11.25149891
CC(C)C(C)C,CC(C)C(F)(F)C,-3.28128268
O=C1CCCO1,N=C,-2.93986109
C=Cc1ccccc1,CCC(O)(CC)C(O)=O,-7.30014446
CCCCC=C,CN(C)c1ncccn1,-6.74441442
O=CN,CCOC(C)C(F)(F)F,-2.37725561
CCCCCCC,NC1(CC1)C(O)=O,-4.74309694
N1CCCC1,FCC(F)N(C)C,-4.71995686
CC(C)=C,COC(C1CCCCC1)=O,-7.01042975
CC(C)(C)CC(C)=C,CCCC(C)=C,-3.67782152
C(CC2)CCC2c1ccccc1,FC(F)C(F)(F)OC(F)(F)F,-1.53694411
CCOCCOCCOCC,COc1cc(C#N)ccc1,-9.25189412
c1ccccc1,CC1(C)C(CCC21CS(O)(=O)=O)CC2=O,-17.44111153
CCCCCCCC,Nc1c(c(N)c(c(N)c1N(=O)=O)N(=O)=O)N(=O)=O,-12.64413966
OCCCCCO,NCCCC(F)C,-6.60492244
CC(C)OC(C)C,CC1(C)OC2(C)C=CC1CC2,-6.77988542
CCCCCCCCCCCC,CC2(C)CC=CCCC=CCCC1OC21C,-10.05872054
Fc1c(F)c(F)c(F)c(F)c1F,CC3(CN(C4)Cc2ccccc2)CN(CC4(C)C3=O)Cc1ccccc1,-16.77477691
N#CCc1ccccc1,FC(F)(F)CC(N)(C)C,-5.03768167
OCCS,CC(OCC=C)=O,-5.27625044
CCCCCCCCCCC,Oc2c1CCCCc1ccc2,-7.84324406
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,ClC1=CC(OC1=O)=O,-5.06310361
C(c2ccccc2)c1ccccc1,FC(F)(Cl)CC(F)(F)Cl,-3.93332859
N#Cc1ccccc1,OCC(O)COC(=O)c1ccc(C(OCC(O)CO)=O)cc1,-22.49401344
ClC(Cl)C(O)=O,CCCCCC(OO)C=C,-9.01904552
CCC(O)CC,COCC(O)CO,-7.84023356
CC(C)CC(C)C,C1C=CC1,-2.38729796
OCCO,CC(S)C(C)S,-4.97893159
CCC(C)=O,FCC(Cl)C(C(F)(F)F)C(F)(F)F,-5.19898403
S=C=S,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-12.12778668
CNc1ccccc1,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,-17.19585674
CS(C)=O,CCOc1cc(C)ccc1O,-9.4748
CCC=C,CN(C)c(ccc1)cc1N,-8.98305525
Cc1ncccc1C,C1C=C=CCCC=C=CC1,-7.19491041
O=S=O,CCC(C)CCCC(O)(C)C,-8.23213804
c1cscc1,Cc1ccc(C)c2c1c(C)ccc2C,-10.66057357
CCCN(=O)=O,CCSC(C)(C)C,-5.45118163
CN(C)P(=O)(N(C)C)N(C)C,CCN(CC)c1ccc(C(C)=O)cc1,-12.52617053
COC,CN(C)c1ccc(C#N)cc1,-12.66229677
ClB(Cl)Cl,CCC(C)(C)C(O)=O,-5.52786584
ClC(=C)C=C,CC(=C)c(cc1)ccc1O,-8.56927101
COCCOC,Cc1ccc(cc1)S(=O)(=O)C=CC,-12.88413655
CC(=O)c1ccccc1,CC(C)CC(C(C(C)C)Sc1ccoc1C)=O,-10.91983971
CN(C)C=O,Cc1ccc(cc1)NC(C)=O,-12.74488324
CCCCCCCCCCCCCC,Cc1ccc(C=C)cn1,-6.10115495
CCCCCCCCCCCCCCC,OC1CCCCCCCCC1,-7.815937
COC(C)(C)C,CC=CC=CC=O,-6.78245535
OCCc1ccccc1,CC(C1CC=C(C)CC1)=C,-5.9694519
CC(C)(C)Cl,CCCCCC(CCC)=O,-7.40940297
CC1CCCCC1,Clc(ccc1O)cc1C,-7.08544893
CC(OCc1ccccc1)=O,CCCCC=CC(O)C,-7.03650152
NCCCN,Fc1ccc(cc1)N=CN(C)C,-8.67989223
NC(C)C,Nc1nc(Cl)cc(N)n1,-15.6062459
ClB(Cl)Cl,FC(F)C(F)(Cl)Br,-3.84098235
CN(C)C=O,OP(O)(OP(O)(OP(O)(O)=O)=O)=O,-31.51876685
CCOP(OCC)(OCC)=O,Nc1cc(Cl)c(Cl)c(Cl)c1Cl,-13.17115542
FC(F)C(F)C(F)(F)F,FCC(C)(C)C(C)C,-4.29409967
CCCBr,COCCOCCOC,-7.23917608
OC(C)(C)C,CC(=O)c1cc(C)ccc1O,-8.19451715
CCCCC=C,C=CCNC(=O)N,-6.8053401
C1CCCCC1,ClCC(Cl)C=C,-4.67785934
CN(C)C=O,COc2cccc3c2C(=O)c1ccccc1C3=O,-14.57976383
OCCCCCCCC,CCOc1c[nH]nc1,-9.252512199999998
CC(CC(C)=O)=O,FC(F)OC(Cl)C(F)(F)F,-3.88843797
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)Cc(ccc1)cc1F,-4.98784073
COC(OC)=O,CSSC(C)(C)C=O,-7.89072621
N1CCCC1,CCC(C)(C)Cl,-4.53233159
c1cscc1,OCC(OC=C1O)=CC1=O,-10.38274189
CCC(C)C,CNCN(C)C,-4.08777707
CCCCCCCCC=C,FC(F)(F)C(F)C(C(F)(F)F)C(F)(F)F,-2.87377265
CC(=C)C#C,FCCC(C)NC,-5.22520728
SC,CCCCCOC(C)(C)C,-6.525347099999999
Brc2c1ccccc1ccc2,O=N(=O)c(cc2N(=O)=O)cc(c2c(n4)nc(nc4c3c(cc(cc3N(=O)=O)N(=O)=O)N(=O)=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,-33.45787806
CCCCC(C)=O,CON(C)C(=O)Nc(cc1)ccc1Br,-13.28954172
N#Cc1ccccc1,CCOC(=O)C=C,-5.00562735
O=C1CCCO1,Oc1cc(C)c(C)c(C)c1C,-10.3516371
COCCOC,CCc2nc1ccccc1cc2,-9.37877135
CCC,CCC1(CC)COC(=O)NC1=O,-8.52823062
CC1CCCCC1,OC(CCN(=O)=O)=O,-5.47521046
OCCOCC,CC(C)(C)c1cc(no1)NC(=O)N(C)C,-13.88567103
O=N(c1ccccc1)=O,OCC(O)CCl,-7.28777669
O=S1(CCCC1)=O,CCN(O)CC,-5.26942379
CS(C)=O,Oc2cc1c(cccc1N)cc2,-18.00203433
OCCCCCCCCCC,COc1sccc1,-5.53813893
CCCC(C)C,CNC(NC)CC,-4.73709417
CCCCC(CC)=O,OC(C)CC(O)(C)C,-8.64666511
CO,CC(C)CCCC(C)CCCC(C)CCCC1(C)Oc(c(C)c2C)c(CC1)c(C)c2O,-17.88356814
CO,Cc(cc1C)cc(C)c1Cl,-6.16035171
OCCCCCCCC,N#CC(C#N)=C(C#N)C#N,-6.21844531
OCCC(C)C,COC(=O)c1ccccc1NC,-8.339991900000001
Cc1ccccc1N(=O)=O,FCC(F)(O)Cl,-6.44679684
OCCCCCCCCCC,OCC(C)CCCc1ccccc1,-11.09336329
O(c2ccccc2)c1ccccc1,FCCOC(C)C,-4.71156389
OCCCCCC,O=C2c1ccccc1C=CO2,-8.72441215
N#CCc1ccccc1,n1n[nH]cc1,-9.59714988
CNC(C)=O,CC1OC(=O)C(O)=C1C,-9.62583278
CCCCCCCCCCCCCCCC,NC(C)C,-2.32504386
N1CCCC1,FC(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,-5.33225817
O(Cc2ccccc2)Cc1ccccc1,CCCC=CCCOC(C(C)C)=O,-7.90948316
CC(C)OC(C)C,COC(=O)Nc2[nH]c1ccccc1n2,-12.80456388
CCC=C,FCCC(F)(F)C(F)(F)C(F)(F)CF,-5.27693376
OCCC(C)C,CCCC(OC(C)(CCC=C(C)C)C=C)=O,-8.81836993
CC1CCCC1,CC2(C)C(C1(C)CC2CC1)=O,-6.75500337
COP(OC)(OC)=O,CC1OC(C)CCO1,-5.70263459
CCCCCCC,CCS(CC)(=O)=O,-5.45368954
OCC1CCCO1,O1CCCCCC1,-4.81016344
CCCN(=O)=O,CCSCSP(OCC)(OCC)=S,-11.72079322
OCCCO,FCC(C)C(F)(F)CF,-3.53310533
CCOCCOCCOCC,FCOC(F)(F)OC(F)(F)F,-3.14154051
CI,Oc2ccccc2C(=O)c1ccccc1,-12.19241218
CC(CC(C)=O)=O,CCOC(C)(C)C,-3.31543274
CNc1ccccc1,CC(CCC=C)=O,-6.31563845
ClCC(C)C,CCN1CCOCC1,-6.24135493
N#Cc1ccccc1,OC(C1(CCC1)C(O)=O)=O,-12.68236593
COP(OC)(OC)=O,Oc1cc(C)cc(C)c1,-10.31044651
COCCOCCOC,CN(C)C=CC=CC=CC=O,-15.62189324
NCCCC,CC(C)OC(F)(F)C(F)(F)OC(F)(F)F,-3.63972995
ClC(Cl)Cl,O=CCC=O,-5.33047935
CCC#N,OC1=NC(=N)NC2=C1NC=C2,-17.61481703
CCCCc1ccccc1,NCCCCN,-5.40094167
CCI,FC(F)OC(C(F)(F)F)C(F)(F)F,-2.96514075
CCCCNCCCC,CCc1[nH]ccn1,-10.13310366
O=S=O,Cc1[nH]c(=S)[nH]c(=O)c1,-14.54957462
OCCCCCO,OC(C)COC(C)C,-6.21653963
CNC(C)=O,ClSC(F)(Cl)Cl,-3.9026615
CCOCCOCCOCC,Nc1ccc(Cl)cn1,-9.35698281
CC(C)C(C)C(C)C,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-15.66185342
CCBr,OS(C)(=O)=O,-9.33275876
Cc1ccc(C)cc1,FCC(C)(Cl)C(F)(C)C,-5.68157554
OCCCl,COC(C)OC,-4.18494506
OCCOCC,c(cc1)ccc1C=C(c3ccccc3)c2ccccc2,-13.20041346
CCCCCCCCC,C1CCSCC1,-5.0641389000000006
Fc1ccccc1,ClCC1CC1,-4.561449700000002
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,OC(C)C(F)(F)C(F)(F)F,-4.82559657
BrC(Br)C(Br)Br,Clc1ccccc1c(cccc2Cl)c2Cl,-11.22112254
CCOP(OCC)(OCC)=O,FCC(F)(F)C(F)Cl,-4.38320059
CC(C)OC(C)C,CNC(C)CC,-4.24793731
CCCCCCCC(OC(COC(CCCCCCC)=O)COC(CCCCCCC)=O)=O,CN(C)c1ncccn1,-6.46745486
O=C1CCCC1,COC(C(F)F)=O,-4.64815312
NC(C)C,N#CC(c1ccccc1)c(c(F)c2F)c(F)c(F)c2F,-10.99900455
CCNC=O,ClCC(F)(F)C(F)(F)Cl,-4.20836187
CCC(C)(C)C,ClCCC#C,-3.59285153
CC(C)=C,FC(CC1(F)F)C(F)(F)C1(F)F,-4.41269001
FC(F)C(F)C(F)(F)F,CC(C)(C)NC(=O)NC(C)(C)C,-9.78779195
Nc1ccccc1,CC(Cl)N(=O)=O,-5.65954188
CCCCC=C,CCC(CC(C)=O)=O,-5.49762985
CCOCC,FC(F)C(F)(C(F)(F)F)C=O,-3.42739589
O1CCCC1,CCCOC(F)F,-3.94468924
CC(C)=C,CC1(C)OC1CC=C(C)C=C,-7.84055775
O=C1CCCCC1,Cc(cc1cc2)[nH]c1cc2,-10.77709197
O=N(c1ccccc1)=O,CCC(CC(F)(F)F)C(F)(F)F,-3.9115908
CCCCl,C(C1C3C=CC2C=CC31)=C2,-7.80297282
OCCOCCOCC,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-15.54737266
CC(C)c1ccccc1,CCC(N)C(C)C,-4.82316343
Cc1nc(C)ccc1,CCN=C=S,-4.888392400000001
CCOC(=O)c1ccccc1,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,-15.55821747
CCC=C,CCNc1ccc(cc1)N(=O)=O,-11.7677051
Ic1ccccc1,O=c1[nH]c([nH]cn1)=O,-11.2395868
CO,CCCCCC=CC=O,-7.45476875
OCCC#N,OC(CCCc1ccccc1)=O,-10.92379987
OCCS,Nc2c1C(=O)NC(c1c(N)cc2)=O,-16.11080593
CCOC(C)=O,CC(Cl)C(C)(C)Cl,-5.76601508
ClCCl,NCC(F)F,-4.27498629
CCCCN(CCCC)C=O,Clc1ccc(c(Cl)c1Cl)c(ccc2Cl)c(Cl)c2Cl,-14.52764655
CC(C)=C,Cc2nc1cccc1[nH]c2,-10.41143899
Clc1ccccc1,Cc1sc(C)cc1,-5.92279826
O=C1CCCCC1,Clc3ccc(cc3)N=C(c1ccccc1)Nc2ccccc2,-19.09500966
CCCCCCCCC=C,CCCCCCCCCCCCCN1CCCC1=O,-13.97575057
FC(F)C(F)C(F)(F)F,O=C3OC(C2C3C1C=CC2C1)=O,-10.14539587
Cc1ncccc1C,CCC(C)C(OC2CC(C)C=C(C2C1CCC(C3)OC(CC3O)=O)C=CC1C)=O,-24.55425284
CCC(C)=C,OCc1ccccc1C,-7.60717564
OCC(C)C,CC(CCC2(O)C3(C)C)C1CC3CCC21C,-11.18714761
CCC(C)=C,OCCCC(F)(F)F,-4.92550871
Nc1ccccc1,CC2(OCCO2)c1ccccc1,-8.50832932
CC(C)C(C)C(C)C,Brc2ccc(cc2)N(C)C(C)=Nc1ccccc1,-13.19150865
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,CC(C)C(C)C(F)(F)C(F)(F)F,-3.62021397
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Nc2cc1cn[nH]c1cc2,-7.94094345
OCCCCCCCCCC,CCCCC(C)CC,-4.38071202
COP(OC)(OC)=O,FC(F)(F)C(F)(F)C(F)(C)Cl,-2.46989519
OCC(C)C,FC(F)C(C)(Cl)C(F)(F)C(F)(F)F,-3.65816875
ClC1CCCCC1,CCCCC(=O)NC,-7.744846300000002
CCCCN(CCCC)C=O,FCC(OC)C(F)(F)C,-4.58788472
C1CCCC1,CCCCC(CCC)=O,-6.02022988
OC(C)(C)C,Fc1ccccc1F,-4.210089099999999
CCCCCCCCC=C,COP(C)(OC)=O,-5.27714786
OCc1ccccc1,OC1=CC=C(C=C1)N1N=C2C=CC(O)=CC2=C1Cl,-20.90579448
c2nc1ccccc1cc2,COCC(N)C,-4.81558566
CS(C)=O,COCCOC(C)=O,-6.00403872
CCCCCC#N,C3CC2(CCN3CC2)c1ccccc1,-10.2848613
OCc1ccccc1,OCC(C)(CO)C(O)=O,-13.21965001
CCN(=O)=O,CNC(=O)NC(C)=O,-9.89163335
n1ccccc1,OOC=O,-6.26640664
CCCBr,FCOCCCC,-4.68708801
CCCCCC#N,FC(F)CCC(C)(C)C,-4.93785744
CCCCCC#N,ClCC(C)=C,-4.17733256
CCCCCCCCN(CCCCCCCC)CCCCCCCC,FC(F)(F)c(c(F)c1F)c(F)c(F)c1O,-5.86652609
CCCCCCCCC=C,O=C1CCCCO1,-5.90513424
FC(F)C(F)C(F)(F)F,OCCOCCOCCOCCCCCC,-12.56463552
N#CCCCCC#N,OC(=O)C1=NC2=CC=CC=C2N1,-13.23238422
NCc1ccccc1,OCCCCCCCC(C)C,-10.5778427
OCCOCC,CCCCCCC(CO)CCCC,-10.13808809
CC#N,FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,-1.28243352
CCCCCCCCCCCCCCC,N=C(N)N,-3.66991709
O1CCCC1,FC(F)OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-4.72152231
O(c2ccccc2)c1ccccc1,CC(=O)c1ccc(C(C)=O)cc1,-10.06585254
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CN1CCC=C1C,-4.17562201
CCCCCCOC(C)=O,CCCCCCC(C)(C)S,-7.52369671
Cc1cc(C)ccc1,CCCC(O)C,-4.82370809
CC(CC1)CS1(=O)=O,CC(C)Cc1nccnc1C,-7.10689326
OCCCCC,FC(F)(F)c1ccccc1C#N,-7.29056177
C1CCCCC1,CCC(=O)Oc1ccccc1,-7.12639835
BrC(Br)C(Br)Br,OC(CC(C)CC1(C)C)C1,-7.4420499000000015
OCc1ccccc1,CCC(Cl)CCl,-4.93011425
CCCCCCCCCCCCC,c(nc6)ccc6c(c4nc(C=C4)c(c7cccnc7)c1[nH]c(cc1)c(c5cccnc5)c2nc9C=C2)c(cc3)[nH]c3c9c8cccnc8,-31.65389273
CCCCOC(C)=O,COCCCCCC,-5.11173928
CCCCCCCC,CCNC(C)=O,-4.421719599999999
OCC(C)C,OCc1ccccc1N,-10.3211655
CCCCc1ccccc1,CCCCCCCCCCCCCCCCCCCCC=C,-15.08668723
COCCOCCO,Cc3c2ccccc2c1ccccc1c3C,-11.44523314
CCCC(C)CC,NC(C)C(F)(F)C(F)(F)F,-2.9447363
NCCCN(C)C,CCC(C)(C(F)(F)F)C(F)(F)F,-3.54126302
CC#N,NCCC(F)(F)C,-5.96359717
OC(C)=O,CC(Cl)=O,-3.69493418
Oc1cc(C)ccc1,CC(C2)OC(OC2(C)C)Cc1ccccc1,-11.72364879
CCC(C)Cl,FC(F)(F)C(=O)C=C(O)c1sccc1,-9.65182257
Cc1ccccn1,FCCCC,-3.12300909
CC(C)c(cc1)ccc1C,COc1ccccc1N,-7.38161957
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Fc2c(F)c(F)c(c(F)c2F)c(c(F)c1F)c(F)c(F)c1F,-6.40220315
NCCCC,CN1C(CCC1=O)=O,-7.83266788
CCCCCCCC=C,COc1cc(C)cc(OC)c1O,-8.77553916
OC1CCCCC1,FCC(F)(C)C(F)(C)C(F)(F)F,-4.12781796
CC(Cl)Cl,COc1ccc(C=C)cc1,-7.95409945
CCCCCCCC(OC(COC(CCCCCCC)=O)COC(CCCCCCC)=O)=O,FC(F)(F)COC(F)(F)C(C)C,-3.58474885
OCCCl,CCC(Cl)CCl,-4.78843424
OCC(O)C,O=C(Cc1cc2)Cc1cc2,-7.62461902
CCCCCCCCCCCCC,C2CC1CC1CC2,-4.24363065
CCC(O)(C)C,O=N(=O)c1cc(ccc1)N(=O)=O,-9.45120724
CC(C)c(cc1)ccc1C,CC(=O)C(C)=O,-4.01738059
OCCCl,N#CC=C,-4.74047312
OCCCC,OCCN(C(C)C)C(C)C,-7.55185441
O=S1(CCCC1)=O,CC1CCCC(C)C1O,-6.38766414
FCCCCCCCC,FC1(F)CC(F)(F)CC1,-4.16615538
CCCN(=O)=O,c(ccc1nc2)nc1cc2,-8.58182256
CCCCCCCCC,Cc(oc1C)cc1S,-5.74854154
CCCCC,FC(F)(F)C(F)(Cl)Cl,-2.56399748
CCCCCCCCCC,OOC(C)(C)CCC(C)(C)OO,-7.84778659
CC(C)OC(C)C,OC(CC=Cc1ccccc1)=O,-12.7261103
CCCCl,CCOCC=C,-4.23109405
CCCC=O,Oc1c(=O)c(=O)c1O,-17.17267923
CC(C)=O,CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,-13.50294185
CCOC(=O)c1ccccc1,CNc(cc1)ccc1C,-7.80236153
C1OC1,Cc1nn(C)nn1,-7.88296783
c2nc1ccccc1cc2,FC1(F)COCC1(F)F,-4.31134075
C(CCc1cc2)Cc1cc2,C1OC=CCC1,-4.29512261
O=CN,CC1=CC=CC(=N1)C1=NC(NC2=CC=NC=C2)=C2C=CC=CC2=N1,-20.26690992
OCCS,CCCCCCCCCCON=C1CC=CCC1,-10.87810066
CCCCCCCC=C,CC(C)(C)Cl,-3.4428286
OCCCCCCCCCC,COc(ccc1C(C)=O)cc1O,-8.73974135
NCCC,CCOC(C(C)(C)C)=O,-5.24147833
c2nc1ccccc1cc2,CP(C)(=O)c1ccccc1,-10.66970417
CC(OCc1ccccc1)=O,COC(=O)c(ccc1O)c(O)c1C,-12.09608141
OCC(C)C,ClC(CC(O)=O)C=C,-9.39476529
Cc1ccccn1,CCNCc1ccccc1,-7.69463177
Oc1cc(C)ccc1,c(ccc1c4ccc3cccc6c3c4c5c2ccccc62)cc1c5,-17.18538767
COC(C)(C)C,CN(C)CC(C(F)(F)F)C(F)(F)F,-5.03145691
ClC(Cl)=C(Cl)Cl,ClCC(C)OC(C)CCl,-6.69500335
N#Cc1ccccc1,CNC(C)(C)C(C)C,-5.09583354
Cc1cc(C)cc(C)c1,CC1(OC(CC1)C(C)=C)C=C,-6.86483224
Cc1ccccc1N(=O)=O,CCCC(CCCC(O)=O)=O,-10.77445649
OCCCl,COc2cc(C=CC)ccc2OCc1ccccc1,-13.55412895
CN(C)C(C)=O,COc3c1occc1cc2C=CC(Oc32)=O,-14.25592194
CCOC(OCC)=O,CC(C)CCON(=O)=O,-5.86947521
FC(F)C(F)C(F)(F)F,OCC(C)COC2CC(CCC21C)C1(C)C,-10.20026849
OCCCCC,FCCCC(C)CF,-4.6297239
CN1CCCCC1=O,Oc1cc(I)ccc1,-13.89010149
CN1CCCC1,FC(F)C(F)(F)OC(F)(F)C,-3.34003968
CCCCCC#N,CC(CCCCCCCC=C)=O,-8.97098985
CCN(CC)CC,CC(C)C1C=CC(CC1)=C,-6.61381399
CC(C)CC(C)C,CC1(C)OC1,-2.95744214
FC(F)C(F)C(F)(F)F,Cc1cnccc1C,-7.56282276
CCCCOC(=O)c1ccccc1C(OCCCC)=O,Fc1[nH]c(F)cc1,-5.86570845
CCCCCCCCCCCCCC,CCOC(C(Cl)(Cl)Cl)=O,-5.73649845
CCN(CC)C(C)=O,OCC(=O)c1ccccc1,-9.04918828
CCCCCCCC=C,CC2(C)c1ccccc1CCC2,-8.03738115
CCCCOC(C)=O,CCCCN(C)C,-4.35768574
C1OCCOC1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(C)CCO,-12.32913379
ClCCCl,CC(C)O[PH](OC(C)C)=O,-9.33379218
OCCOCCOCCCC,O=C1NN(CCC2=CC=CC=C2)C(=O)C2=C1C=CC=C2,-18.20724205
OC(C)=O,CC(C)C(O)(C)C#C,-6.77548872
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(CCC(C)=C)=C,-3.31600061
CCCCCC(C)=O,FCCNCC,-4.26069765
CO,Cc1ccc(cc1)C(=O)NN,-12.47330425
ClC1CCCCC1,CCC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-3.79513543
C#N,NC(C)Cc1ccccc1,-15.75960568
OC(C)=O,Fc1c(F)c(F)c(N)c(F)c1F,-5.76664898
OCCOCCCC,Fc(ccc1C)cc1F,-4.72774888
COC(C)(C)C,Cc2cc1ccccc1cc2C,-9.11993871
CN1CCCC1,Cc1ccc(cc1)S(=O)c(cc2)ccc2C,-13.78726556
CCCCc1ccccc1,CC(C)CCON=O,-4.69998675
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,COC(F)(F)C(F)Br,-3.66718079
C=CC=C,NCCCCCCCCN,-8.84110847
NCCC,FC(F)(F)C(C(F)(F)C(C)=O)=O,-4.58948439
CCCCOC(C)=O,COc1ccc(cc1)C(=S)N(C)C,-12.50301285
OCC(O)CC,O=Nc1ccccc1N(=O)=O,-9.26002217
OCCOCCOCCCC,C(CC1)CCN1SN2CCCCC2,-9.51582025
N#Cc1ccccc1,CCC#CCl,-3.51567328
Cc1cccc(C)c1C,CCC(O)(CC)C#C,-5.31016754
NCCCN(C)C,c(ccc3C=C2c1ccccc1C=C2O4)cc43,-12.45645706
CCCCC=C,O(Cc1cc2)Cc1cc2,-6.37683509
CCCCCCCCC=C,FC(F)(F)C(F)C(C)(C(F)(F)F)C(F)(F)F,-3.32405226
COP(OC)(OC)=O,CCCCCCOC=O,-5.9360203
OCCS,CC1OC(CC(C)O1)OC(C)=O,-9.4454009
CCBr,CCCCCSCC,-6.94425705
O,COc1cc(C)ccc1C(C)C,-1.32579615
CCCCNCCCC,C(Cc1cc2)Cc1cc2,-6.1444414000000025
CCCCOC(C)=O,Cc1ccc(cc1)S(CC=C)(=O)=O,-11.68951759
OCCC#N,CCC=C(C)C=O,-5.58173239
CC(C)CC(C)=O,Cc1cccc(c1N)N(=O)=O,-11.18700616
CCNC(C)=O,O3CC2Cc1ccccc1C2OC3,-9.32375119
CCCCOC(C)=O,COC(F)(C(F)(F)F)C(F)(F)F,-2.60935554
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)OC(F)(F)C(F)(F)OC(F)(F)F,-2.69207832
ClCCl,CCC(OC(CC)=O)=O,-8.51027165
CCNCC,ClCC(Cl)(Cl)C(F)(F)F,-5.02857691
OCCCCCC,FC(F)CC(F)(F)Br,-3.89501519
OCCCCCCC,Cc1nc(C)sc1,-6.56435312
CCCCCN(CCCCC)CCCCC,Oc1ccccc1N,-5.50153289
NCCCN(C)C,CCC(C)CC(C)=O,-5.68151498
C1OC1,FCC(CF)C(C)C,-5.18462035
OCCOCCCC,C(Cc2ccc3cc2)c1ccc(CC3)cc1,-10.35314015
CC(C)CCC(C)(C)C,CCCCCCC(OC(C)C)=O,-7.08601461
CCOCC,c(ccc1c3c2ccccc42)cc1ccc3s4,-13.95326233
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCCC#N,-2.98907022
CCCCN(CCCC)CCCC,Oc2ccc(Cc1ccccc1)cc2,-11.04692876
C1OCCOC1,CC=CC(Cl)=O,-6.23542315
ClC(Cl)=O,CC=C(C)C=O,-5.52441693
OC1CCCCC1,Oc2cc1cc[nH]c1cc2,-13.27527777
N#Cc1ccccc1,O=C1C=CC(=O)C=C1,-7.23107969
CCCCCN(CCCCC)CCCCC,NCCCC(F)F,-3.72965001
CCCC#N,CCCCN(CCO)CCO,-9.86344274
CN(C)P(=O)(N(C)C)N(C)C,CC(OC(OC(C)=O)c1oc(cc1)N(=O)=O)=O,-13.33510363
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COP(OC)OC,-2.56341257
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Fc1cc(C#N)ccc1,-6.35661564
N#CCCCCC#N,CCCC(Br)CC,-4.86952993
c1cscc1,CCCCCCOC(C(C)C)=O,-8.52168084
CC(C)CC(C)(C)C,Oc1ccc(cc1)C(=O)NO,-8.62457826
CCOC(=O)c1ccccc1,FC(F)CC(N)C,-4.91006107
CC(CC(C)=O)=O,C1OC1C3CC2OC2CC3,-7.43166346
CC(C)(C)Cl,FC(F)(F)P(O)C(F)(F)F,-3.72476713
O=S1(CCCC1)=O,OCCCCCl,-7.73887443
COC,CCCC(CO2)OC2(Cn1cncn1)c3ccc(Cl)cc3Cl,-17.25456969
CCCCC#N,CC(COC(C)=O)C1CC=C(C)CC1,-9.51799364
CCCBr,FC#N,-1.62063013
COCCOCCOCCO,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,-22.00712615
CCI,CC(=O)N1CCCC1,-8.55998113
CC(=O)c1ccccc1,CC(C)C(CCC1(C)C=C)=CC1C(C)=C,-8.01176882
COc1ccccc1,CCC(OCC=C(C)CCC=C(C)C)=O,-10.35923292
