smiles,text
CCC=C,"The molecule is a colorless gas. (NTP, 1992)The molecule is a butene with unsaturation at position 1.The molecule is a natural product found in Oryza sativa with data available."
CCCCC(C)CCC,The molecule is a natural product found in Nicotiana tabacum with data available.
CC(=C)C=C,"The molecule is a hemiterpene with the formula CH2=C(CH3)CH=CH2; the monomer of natural rubber and a common structure motif to the isoprenoids, a large class of other naturally occurring compounds. It has a role as a plant metabolite. It is an alkadiene, a hemiterpene and a volatile organic compound.The molecule is a natural product found in Maytenus acuminata, Coffea arabica, and other organisms with data available.The molecule is an unsaturated pentahydrocarbon, Isoprene is found in certain plants or obtained by distillation of caoutchouc or gutta-percha. In plants, it is elementary in the formation of isoprenoids, fat-soluble vitamins, carotenoids and related pigments. Isoprenes contribute to flavors and fragrances of essential oils and other plant-derived substances. (NCI04)"
CCCC1=CC=CC=C1,"N-propyl benzene appears as a clear colorless liquid. Insoluble in water and less dense than water. Flash point 86 °F. Mildly toxic by ingestion and inhalation. Used to make other chemicals.The molecule is an alkylbenzene that is benzene having one of its aromatic hydrogens substituted by a propyl group.The molecule is a natural product found in Vitis rotundifolia, Picea abies, and other organisms with data available."
CCC(=O)Nc1ccc(c(c1)Cl)Cl,"Propanil appears as colorless to brown crystals. Non corrosive. Used as an herbicide.The molecule is an anilide resulting from the formal condensation of the carboxy group of propanoic acid with the amino group of 3,4-dichloroaniline. It is a herbicide used for the treatment of numerous grasses and broad-leaved weeds in rice, potatoes, and wheat. It has a role as a herbicide. It is an anilide and a dichlorobenzene. It is functionally related to a 3,4-dichloroaniline.The molecule is used as an herbicide."
CC1CCC=C2C1(CC(CC2)C(=C)C)C,"The molecule is a natural product found in Valeriana officinalis, Citrus, and other organisms with data available."
C(Br)(Br)Br,"Bromoform appears as a colorless liquid with a chloroform-like odor. Denser than water (density: 2.9 g / cm3 ) and slightly soluble in water. Hence sinks in water. Nonflammable. Toxic by ingestion, inhalation and skin absorption. A lachrymator. Used as a solvent and to make pharmaceuticals. Often stabilized with 1 to 3% ethanol.The molecule is a member of bromomethanes and a bromohydrocarbon.Exposure to bromoform may occur from the consumption of chlorinated drinking water. The acute (short- term) effects from inhalation or ingestion of high levels of bromoform in humans and animals consist of nervous system effects such as the slowing down of brain functions, and injury to the liver and kidney. Chronic (long-term) animal studies indicate effects on the liver, kidney, and central nervous system (CNS) from oral exposure to bromoform. Human data are considered inadequate in providing evidence of cancer by exposure to bromoform, while animal data indicate that long-term oral exposure can cause liver and intestinal tumors. Bromoform has been classified as a Group B2, probable human carcinogen.The molecule is a natural product found in Asparagopsis taxiformis, Chondrus crispus, and other organisms with data available.The molecule is a brominated organic solvent, pale yellow liquid at room temperature, with a high refractive index, very high density, and sweet odor is similar to that of chloroform. It is a trihalomethane, and is one of the four haloforms, the others being fluoroform, chloroform, and iodoform. Bromoform can be prepared by the haloform reaction using acetone and sodium hypobromite, by the electrolysis of potassium bromide in ethanol, or by treating chloroform with aluminum bromide. Most of the bromoform that enters the environment is formed as disinfection byproducts known as the trihalomethanes when chlorine is added to drinking water or swimming pools to kill bacteria. In the past, it was used as a solvent, sedative and flame retardant, but now it is mainly used as a laboratory reagent. Bromine is a halogen element with the symbol Br and atomic number 35. Diatomic bromine does not occur naturally, but bromine salts can be found in crustal rock. (L625, L683)"
C1=CC=C2C=NC=CC2=C1,"The molecule is an ortho-fused heteroarene that is a benzopyridine in which the N atom not directly attached to the benzene ring. It is a mancude organic heterobicyclic parent, an azaarene, an ortho-fused heteroarene and a member of isoquinolines.The molecule is a natural product found in Lonicera japonica with data available."
C(I)I,The molecule is a natural product found in Mastocarpus stellatus and Ascophyllum nodosum with data available.
CCCCI,"The molecule is a natural product found in Mastocarpus stellatus, Fucus vesiculosus, and other organisms with data available."
CCC[N+]([O-])=O,"1-nitropropane appears as a colorless oily flammable liquid. Density about the same as water. Vapors much heavier than air. Vapors may irritate skin, eyes and mucous membranes. Toxic oxides of nitrogen are released during combustion. Used as a propellant and as a solvent.The molecule is a nitroalkane that is propane substituted at C-1 by a nitro group. It derives from a hydride of a propane."
CCCCCCOC(=O)C,"Hexyl acetate appears as a colorless liquid with a mild sweet odor. Flash point 113 °F. A moderate fire risk. Inhalation may cause adverse effects. Insoluble in water and very soluble in alcohols and ethers. When heated to high temperatures emits acrid smoke and fumes. Used as a solvent and as a propellant in aerosols.The molecule is the acetate ester of hexan-1-ol. It has a role as a metabolite. It is functionally related to a hexan-1-ol.The molecule is a natural product found in Vitis rotundifolia, Lonicera japonica, and other organisms with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
C(CO)N,"Ethanolamine appears as a clear colorless liquid with an odor resembling that of ammonia. Flash point 185 °F. May attack copper, brass, and rubber. Corrosive to tissue. Moderately toxic. Produces toxic oxides of nitrogen during combustion.The molecule is a member of the class of ethanolamines that is ethane with an amino substituent at C-1 and a hydroxy substituent at C-2, making it both a primary amine and a primary alcohol. It has a role as a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a primary amine, a primary alcohol and a member of ethanolamines. It is a conjugate base of an ethanolaminium(1+).The molecule is widely distributed in biological tissue and is a component of lecithin. It is used as a surfactant, fluorimetric reagent, and to remove CO2 and H2S from natural gas and other gases.The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a Sclerosing Agent. The mechanism of action of ethanolamine is as a Sclerosing Activity. The physiologic effect of ethanolamine is by means of Vascular Sclerosing Activity.The molecule is a natural product found in Populus tremula, Synechocystis, and other organisms with data available.The molecule is a first generation monoethanolamine with antihistaminic property. Ethanolamine competes with free histamine for binding at the histamine (H)-1 receptor thereby acting as an inverse agonist that combines with and stabilizes the inactive form of the H1-receptor thereby shifting the equilibrium toward the inactive state. This leads to a reduction of the negative symptoms brought on by H1-receptor binding.The molecule is a viscous, hygroscopic amino alcohol with an ammoniacal odor. It is widely distributed in biological tissue and is a component of lecithin. It is used as a surfactant, fluorometric reagent, and to remove CO2 and H2S from natural gas and other gases.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae.The molecule is widely distributed in biological tissue and is a component of lecithin. It is used as a surfactant, fluorimetric reagent, and to remove CO2 and H2S from natural gas and other gases."
CC(=C)c1ccccc1,"Isopropenylbenzene appears as a colorless liquid. Insoluble in water and less dense than water. Flash point 115 °F. May be mildly toxic by ingestion, inhalation and skin absorption. Vapors may be narcotic by inhalation. Used as a solvent and to make other chemicals.The molecule is an olefinic compound."
C(CN)N,"Ethylenediamine appears as a clear colorless liquid with an ammonia-like odor. Flash point of 91 °F and a melting point of 47 °F. Corrosive to tissue. Vapors are heavier than air. Produces toxic oxides of nitrogen during combustion. Density 7.5 lb / gal. Used to make other chemicals and as a fungicide.The molecule is an alkane-alpha,omega-diamine in which the alkane is ethane. It has a role as a GABA agonist. It derives from a hydride of an ethane.The molecule is an organic compound that is used as a building block for the production of many other chemical products. It is also used as an excipient in many pharmacological preparations such as creams. Notably, ethylenediamine is a contact sensitizer capable of producing local and generalized reactions. Sensitivity to ethylenediamine may be identified with a clinical patch test.The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a Standardized Chemical Allergen. The physiologic effect of ethylenediamine is by means of Increased Histamine Release, and Cell-mediated Immunity."
CC(Br)Br,"The molecule is an organobromide compound. Bromine is a halogen element with the symbol Br and atomic number 35. Diatomic bromine does not occur naturally, but bromine salts can be found in crustal rock. (L625)"
C(CCl)O,"The molecule is a colorless liquid with an ether-like odor. It is soluble in water and is also a combustible liquid. Its vapors are heavier than air and it is very toxic by inhalation and skin absorption. Prolonged exposure to low concentrations or short term exposure to high concentrations may result in adverse health effects.The molecule is a chloroethanol carrying a chloro substituent at position 2. It has a role as a xenobiotic metabolite.The molecule is an organochlorine compound and hazardous substance. Ethylene chlorohydrin is used as a solvent and in the manufacture of a variety of industrial agents.Used as a solvent, in the manufacture of insecticides, and for treating sweet potatoes before planting. May cause nausea, vomiting, pains in head and chest, stupefaction. Irritates mucous membranes and causes kidney and liver degeneration."
COC(=O)CCC,"Methyl butyrate appears as a clear colorless liquid. Flash point 57 °F. Less dense than water and slightly soluble in water. Hence floats on water. Vapors heavier than air.The molecule is a fatty acid ester.The molecule is a natural product found in Myrtus communis, Peristeria elata, and other organisms with data available.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,"The molecule is one of 209 polychlorinated biphenyls (PCBs). PCBs are a group of synthetic organic compounds with 1-10 chlorine atoms attached to biphenyl. They were manufactured as commercial mixtures but banned in the 1970's because they were found to bioaccumulate and cause harmful health effects. However, PCBs do not break down readily and are still found in the environment. (L4)"
C(C(F)(Cl)Cl)(F)(F)Cl,"The molecule is a colorless liquid with a sweet, ether-like odor. Sinks in water. (USCG, 1999)The molecule is a chlorofluorocarbon and a haloalkane. It has a role as a refrigerant."
CC1=CCC(C=CCC(=CCC1)C)(C)C,"The molecule is a natural product found in Eupatorium serotinum, Libocedrus bidwillii, and other organisms with data available."
CC(C)CCCCC(C)=O,The molecule is a natural product found in Ruta angustifolia with data available.
OCC(F)(F)F,"The molecule is a fluoroalcohol. It is functionally related to an ethanol.The molecule is also used in various pharmaceutical, chemical and engineering applications.The molecule is also used in various pharmaceutical, chemical and engineering applications."
O=C(OCCCCCCC)C1=CC=CC=C1C(OCCCCCCC)=O,"Diheptyl phthalate appears as odorless white liquid. May float or sink in water. (USCG, 1999)The molecule is the diheptyl ester of benzene-1,2-dicarboxylic acid. It is a phthalate ester and a diester.The molecule is a natural product found in Alternaria kikuchiana, Alternaria gaisen, and other organisms with data available."
CC1=C(N=CC=C1)C,The molecule is a natural product found in Nicotiana tabacum with data available.
c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,"The molecule is a polychlorinated dibenzodioxine.The molecule is a chlorinated dibenzo-p-dioxin (CDD) isomer. CDDs are a class of manufactured chemicals that consist of dioxin skeletal structures with chlorine substituents. They are also persistent organic pollutants (POPs), thus their production is regulated in most areas. Dioxins occur as by-products from the manufacture of organochlorides, the bleaching of paper, chlorination by waste and drinking water treatment plants, municipal solid waste and industrial incinerators, and natural sources such as volcanoes and forest fires. (L177, L178)"
CCCCCCCC=C,"The molecule is a colorless liquid with an odor of gasoline. Floats on water. Flammable, irritating vapor is produced.The molecule is an alkene that is nonane containing one double bond located at position 1. It has a role as a plant metabolite and a mammalian metabolite.The molecule is a natural product found in Tussilago farfara, Oenanthe aquatica, and other organisms with data available."
COC(=O)CC#N,The molecule is an alkyl cyanoacetate ester.
C1=CC(=CC=C1Br)Br,The molecule is a dibromobenzene.
CCOC(=O)c1ccc(O)cc1,"The molecule is an ethyl ester resulting from the formal condensation of the carboxy group of 4-hydroxybenzoic acid with ethanol, It has a role as an antimicrobial food preservative, an antifungal agent, a plant metabolite and a phytoestrogen. It is a paraben and an ethyl ester.The molecule is a Standardized Chemical Allergen. The physiologic effect of ethylparaben is by means of Increased Histamine Release, and Cell-mediated Immunity.The molecule is a natural product found in Ulva australis, Andrographis paniculata, and other organisms with data available.The molecule is found in alcoholic beverages. Ethylparaben is an antimicrobial agent, preservative. Ethylparaben is present in red wine, white wine and sake. Ethylparaben belongs to the family of Hydroxybenzoic Acid Derivatives. These are compounds containing an hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxylic acid.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
CC(C)CCCC(C)CCO,"The molecule is a natural product found in Ambrosia confertiflora, Persicaria hydropiperoides, and Persicaria minor with data available."
C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl,"The molecule is a trichlorobenzene, a dichlorobenzene and a pentachlorobiphenyl.The molecule is one of 209 polychlorinated biphenyls (PCBs). PCBs are a group of synthetic organic compounds with 1-10 chlorine atoms attached to biphenyl. They were manufactured as commercial mixtures but banned in the 1970's because they were found to bioaccumulate and cause harmful health effects. However, PCBs do not break down readily and are still found in the environment. (L4)"
C1C=CC=C1,"The molecule is a colorless liquid with an irritating, terpene-like odor. Bp: 42.5 °C; Flash point: 77 °F. Density: 0.805 g cm-3.The molecule is a cycloalkadiene.The molecule is a natural product found in Oryza sativa and Cymbopogon citratus with data available.A group of alicyclic hydrocarbons with the general formula R-C5H9."
COP(=O)(OC)OC,Trimethyl phosphate appears as a pale straw colored liquid. Inhalation may irritate respiratory tract. Vapor or liquid may irritate skin or eyes. Ingestion may irritate the mucous membranes of the gastrointestinal tract.The molecule is a trialkyl phosphate that is the trimethyl ester of phosphoric acid. It has a role as an insect attractant.
C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,"The molecule is a yellow crystalline powder. (NTP, 1992)"
CCOCCC,Ethyl propyl ether appears as a colorless liquid with an ether-like odor. Less dense than water. Vapors heavier than air. Used to make other chemicals.
O=C(O)CCC(O)=O,"Succinic acid appears as white crystals or shiny white odorless crystalline powder. pH of 0.1 molar solution: 2.7. Very acid taste. (NTP, 1992)The molecule is an alpha,omega-dicarboxylic acid resulting from the formal oxidation of each of the terminal methyl groups of butane to the corresponding carboxy group. It is an intermediate metabolite in the citric acid cycle. It has a role as a nutraceutical, a radiation protective agent, an anti-ulcer drug, a micronutrient and a fundamental metabolite. It is an alpha,omega-dicarboxylic acid and a C4-dicarboxylic acid. It is a conjugate acid of a succinate(1-).The molecule is used as a chemical intermediate, in medicine, the manufacture of lacquers, and to make perfume esters. It is also used in foods as a sequestrant, buffer, and a neutralizing agent. (Hawley's Condensed Chemical Dictionary, 12th ed, p1099; McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed, p1851)The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a dicarboxylic acid. The anion, succinate, is a component of the citric acid cycle capable of donating electrons to the electron transfer chain. Succinic acid is created as a byproduct of the fermentation of sugar. It lends to fermented beverages such as wine and beer a common taste that is a combination of saltiness, bitterness and acidity.  Succinate is commonly used as a chemical intermediate, in medicine, the manufacture of lacquers, and to make perfume esters. It is also used in foods as a sequestrant, buffer, and a neutralizing agent. Succinate plays a role in the citric acid cycle, an energy-yielding process and is metabolized by succinate dehydrogenase to fumarate. Succinate dehydrogenase (SDH) plays an important role in the mitochondria, being both part of the respiratory chain and the Krebs cycle. SDH with a covalently attached FAD prosthetic group, binds enzyme substrates (succinate and fumarate) and physiological regulators (oxaloacetate and ATP). Oxidizing succinate links SDH to the fast-cycling Krebs cycle portion where it participates in the breakdown of acetyl-CoA throughout the whole Krebs cycle. Succinate can readily be imported into the mitochondrial matrix by the n-butylmalonate- (or phenylsuccinate-) sensitive dicarboxylate carrier in exchange with inorganic phosphate or another organic acid, e.g. malate. (A3509) Mutations in the four genes encoding the subunits of succinate dehydrogenase are associated with a wide spectrum of clinical presentations (i.e.: Huntington's disease. (A3510).  Succinate also acts as an oncometabolite.  Succinate inhibits 2-oxoglutarate-dependent histone and DNA demethylase enzymes, resulting in epigenetic silencing that affects neuroendocrine differentiation.The molecule is used as a chemical intermediate, in medicine, the manufacture of lacquers, and to make perfume esters. It is also used in foods as a sequestrant, buffer, and a neutralizing agent. (Hawley's Condensed Chemical Dictionary, 12th ed, p1099; McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed, p1851)"
CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,The molecule is a pyrroline.
CCCC(C)(C)O,2-methylpentan-2-ol appears as a colorless liquid. Less dense than water. Vapors heavier than air. Used to make other chemicals.The molecule is a natural product found in Spondias mombin with data available.
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,"The molecule is a commonly used nonsteroidal antiinflammatory drug (NSAID) that is available by prescription only and is used in therapy of chronic arthritis. Piroxicam can cause mild serum aminotransferase elevations and, in rare instances, leads to clinically apparent acute liver injury that can be severe and even fatal.The molecule is a monocarboxylic acid amide resulting from the formal condensation of the carboxy group of 4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylic acid 1,1-dioxide with the exocyclic nitrogen of 2-aminopyridine. A non-steroidal anti-inflammatory drug of the oxicam class, it is used to relieve pain and works by preventing the production of endogenous prostaglandins involved in the mediation of pain, stiffness, tenderness and swelling. It has a role as an analgesic, a cyclooxygenase 1 inhibitor, a non-steroidal anti-inflammatory drug, an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor and an antirheumatic drug. It is a benzothiazine, a member of pyridines and a monocarboxylic acid amide.The molecule is well established in treating rheumatoid arthritis and osteoarthritis and used for musculoskeletal disorders, dysmenorrhea, and postoperative pain. Its long half-life enables it to be administered once daily.The molecule is a Nonsteroidal Anti-inflammatory Drug. The mechanism of action of piroxicam is as a Cyclooxygenase Inhibitor."
CCCCC(C)(C)C,The molecule is a hydrocarbon and one of the isomers of octane. Octanes may be found in gasoline. (L1296)
CNC(=O)C1=CC=CC=C1,"The molecule is an off-white crystalline solid. (NTP, 1992)"
C(C(F)(F)F)F,"The molecule is harmful and may cause heart irregularities, unconsciousness or death without warning. Liquid contact may cause frostbite. Vapors can replace the available oxygen.The molecule is under investigation in clinical trial NCT01673061 (Vapocoolant Spray for Numbing Small Boils Before Incision and Drainage)."
CCCC(O)=O,"Butyric acid appears as a colorless liquid with a penetrating and unpleasant odor. Flash point 170 °F. Corrosive to metals and tissue. Density 8.0 lb /gal.The molecule is a straight-chain saturated fatty acid that is butane in which one of the terminal methyl groups has been oxidised to a carboxy group. It has a role as a Mycoplasma genitalium metabolite and a human urinary metabolite. It is a straight-chain saturated fatty acid and a fatty acid 4:0. It is a conjugate acid of a butyrate.A four carbon acid, CH3CH2CH2COOH, with an unpleasant odor that occurs in butter and animal fat as the glycerol ester.The molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655).The molecule is a natural product found in Rhododendron mucronulatum, Peristeria elata, and other organisms with data available.The molecule is a saturated short-chain fatty acid with a 4-carbon backbone. Butyric acid is commonly found in esterified form in animal fats and plant oils.The molecule is formed in the human colon by bacterial fermentation of carbohydrates (including dietary fiber), and putatively suppresses colorectal cancer (CRC). Butyrate has diverse and apparently paradoxical effects on cellular proliferation, apoptosis and differentiation that may be either pro-neoplastic or anti-neoplastic, depending upon factors such as the level of exposure, availability of other metabolic substrate and the intracellular milieu. In humans, the relationship between luminal butyrate exposure and CRC has been examined only indirectly in case-control studies, by measuring fecal butyrate concentrations, although this may not accurately reflect effective butyrate exposure during carcinogenesis. Perhaps not surprisingly, results of these investigations have been mutually contradictory. The direct effect of butyrate on tumorigenesis has been assessed in a no. of in vivo animal models, which have also yielded conflicting results. In part, this may be explained by methodology: differences in the amount and route of butyrate administration, which are likely to significantly influence delivery of butyrate to the distal colon. (A3624) Butyric acid is a carboxylic acid found in rancid butter, parmesan cheese, and vomit, and has an unpleasant odor and acrid taste, with a sweetish aftertaste (similar to ether). Butyric acid is a fatty acid occurring in the form of esters in animal fats and plant oils. Interestingly, low-molecular-weight esters of butyric acid, such as methyl butyrate, have mostly pleasant aromas or tastes. As a consequence, they find use as food and perfume additives. Butyrate is produced as end-product of a fermentation process solely performed by obligate anaerobic bacteria.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae.A four carbon acid, CH3CH2CH2COOH, with an unpleasant odor that occurs in butter and animal fat as the glycerol ester."
CCCCCCO,"N-hexanol appears as a clear colorless liquid. Flash point 149 °F. Less dense than water and insoluble in water. Vapors heavier than air.The molecule is a primary alcohol that is hexane substituted by a hydroxy group at position 1. It has a role as a plant metabolite. It is a primary alcohol and a hexanol.The molecule is a natural product found in Eupatorium cannabinum, Vitis rotundifolia, and other organisms with data available.The molecule is an organic alcohol with a six carbon chain and a condensed structural formula of CH3(CH2)5OH. This colorless liquid is slightly soluble in water, but miscible with ether and ethanol. Two additional straight chain isomers of 1-hexanol exist, 2-hexanol and 3-hexanol, both of which differ by the location of the hydroxyl group. Many isomeric alcohols have the formula C6H13OH. 1-hexanol is believed to be a component of the odour of freshly mown grass. It is used in the perfume industry.The molecule is a metabolite found in or produced by Saccharomyces cerevisiae."
CCC1=CC=CC=C1,"Ethylbenzene appears as a clear colorless liquid with an aromatic odor. Flash point 59 °F. Less dense than water (at 7.2 lb / gal) and insoluble in water. Hence floats on water. Vapors heavier than air. Used as a solvent and to make other chemicals.The molecule is a colorless, flammable liquid that smells like gasoline. It is found in natural products such as coal tar and petroleum and is also found in manufactured products such as inks, insecticides, and paints. Ethylbenzene is used primarily to make another chemical, styrene. Other uses include as a solvent, in fuels, and to make other chemicals.The molecule is an alkylbenzene carrying an ethyl substituent. It is a constituent of coal tar and petroleum.The molecule is mainly used in the manufacture of styrene. Acute (short-term) exposure to ethylbenzene in humans results in respiratory effects, such as throat irritation and chest constriction, irritation of the eyes, and neurological effects such as dizziness. Chronic (long-term) exposure to ethylbenzene by inhalation in humans has shown conflicting results regarding its effects on the blood. Animal studies have reported effects on the blood, liver, and kidneys from chronic inhalation exposure to ethylbenzene. Limited information is available on the carcinogenic effects of ethylbenzene in humans. In a study by the National Toxicology Program (NTP), exposure to ethylbenzene by inhalation resulted in an increased incidence of kidney and testicular tumors in rats, and lung and liver tumors in mice. EPA has classified ethylbenzene as a Group D, not classifiable as to human carcinogenicity.The molecule is a natural product found in Psidium guajava, Juglans nigra, and other organisms with data available.The molecule is an aromatic hydrocarbon composed of a benzene ring linked to an ethyl group. Ethylbenzene is a constituent of petroleum and coal tar and is used as either a petroleum additive or a chemical intermediate in the production of polystyrene. High level exposure to airborne ethylbenzene is associated with eye and throat irritation.The molecule is an organic compound with the formula C6H5CH2CH3. This aromatic hydrocarbon is important in the petrochemical industry as an intermediate in the production of styrene, which in turn is used for making polystyrene, a commonly used plastic material. Although often present in small amounts in crude oil, ethylbenzene is produced in bulk quantities by combining benzene and ethylene in an acid-catalyzed chemical reaction. It is one ingredient of cigarette. The acute toxicity of ethylbenzene is low, with an LD50 of about 4 grams per kilogram of body weight. The longer term toxicity and carcinogenicity is ambiguous. Eye and throat sensitivity can occur when high level exposure to ethylbenzene in the air occurs. At higher level exposure, ethylbenzene can cause dizziness."
C1=CC=C(C=C1)Br,"Mobile clear colorless liquid with a pungent odor. Flash point 124 °F. Denser than water and insoluble in water. Hence sinks in water. Vapors are heavier than air. A skin irritant.The molecule is the simplest member of the class of bromobenzenes, that is benzene in which a single hydrogen has been substituted by a bromine. A liquid at room temperature (m.p. -30℃; b.p.760 156℃), it is used as a solvent, particularly for large-scale crystallisations, and for the introduction of phenyl groups in organic synthesis. It has a role as a non-polar solvent, a hepatotoxic agent and a mouse metabolite. It is a member of bromobenzenes, a bromoarene and a volatile organic compound.The molecule is a natural product found in Euglena gracilis and Oecophylla smaragdina with data available.The molecule is used for organic synthesis, especially in the production of the synthetic intermediate phenyl magnesium bromide (a Grignard reagent). Bromobenzene is also used as an additive to motor oils and as a crystallizing solvent. Release of bromobenzene to the environment may occur during its production and the production of phenyl magnesium bromide, as well as in its use as a solvent and as an additive in motor oil (HSDB, 2003). It has been detected at low frequencies and at low concentrations in samples of food, ambient air, and finished water."
CC1=CCC(C2=C1C=CC(=C2)C)C(C)C,"The molecule is a sesquiterpene.The molecule is a natural product found in Hedychium spicatum, Cinnamomum aromaticum, and other organisms with data available."
CCC#C,"Ethyl acetylene, stabilized appears as a colorless gas. Denser than air. Prolonged exposure to intense heat may cause the containers to rupture violently and rocket.The molecule is a terminal acetylenic compound that is butane carrying a triple bond at position 1. It is an alkyne and a terminal acetylenic compound."
C=C,"The molecule is lighter than air. It is easily ignited and a flame can easily flash back to the source of the leak. Under prolonged exposure to fire or heat the containers may rupture violently and rocket. Can cause explosion.The molecule is a simple asphyxiant. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Used as an anesthetic, a refrigerant, and to make other chemicals.The molecule is a white powder (microbeads). Tough and flexible at room temperatures. (NTP, 1992)The molecule is an alkene and a gas molecular entity. It has a role as a refrigerant and a plant hormone.The molecule is a natural product found in Marsilea quadrifolia, Beta vulgaris, and other organisms with data available."
CC=CCC,The molecule is a natural product found in Cinnamomum camphora and Tuber borchii with data available.
FC(F)(F)F,The molecule is a colorless nonflammable gas. It is shipped as a liquid under pressure. It may be narcotic at high concentrations. Under prolonged exposure to fire or heat the containers may rupture violently and rocket. It is used as a refrigerant.The molecule is a fluorocarbon and a member of fluoromethanes. It has a role as a refrigerant.
CNCCc1ccc(OC)cc1,"The molecule is a secondary amino compound that is tyramine in which the hydrogen of the phenolic hydroxy group has been replaced by a methyl group. It has a role as a metabolite. It is a secondary amino compound and an aromatic ether. It is functionally related to a 4-methoxyphenylethylamine, a N-methyltyramine and a tyramine.The molecule is a natural product found in Aloe inermis, Aloe jucunda, and other organisms with data available.The molecule is involved in histamine release."
CC1=CC=CC=C1,"Toluene appears as a clear colorless liquid with a characteristic aromatic odor. Flash point 40 °F. Less dense than water (7.2 lb / gal) and insoluble in water. Hence floats on water. Vapors heavier than air. May be toxic by inhalation, ingestion or skin contact. Used in aviation and automotive fuels, as a solvent, and to make other chemicals.The molecule is a clear, colorless liquid with a distinctive smell. Toluene occurs naturally in crude oil and in the tolu tree. It is also produced in the process of making gasoline and other fuels from crude oil and making coke from coal. Toluene is used in making paints, paint thinners, fingernail polish, lacquers, adhesives, and rubber and in some printing and leather tanning processes.The molecule is the simplest member of the class toluenes consisting of a benzene core which bears a single methyl substituent. It has a role as a non-polar solvent, a cholinergic antagonist, a neurotoxin and a fuel additive. It is a methylbenzene, a volatile organic compound and a member of toluenes.The molecule is a colorless, liquid that is immiscible in water. It is a mono-substituted benzene derivative used in veterinary medicine as a treatment for various parasites in dogs and cats.The molecule is added to gasoline, used to produce benzene, and used as a solvent. Exposure to toluene may occur from breathing ambient or indoor air affected by such sources. The central nervous system (CNS) is the primary target organ for toluene toxicity in both humans and animals for acute (short-term) and chronic (long-term) exposures. CNS dysfunction and narcosis have been frequently observed in humans acutely exposed to elevated airborne levels of toluene; symptoms include fatigue, sleepiness, headaches, and nausea. CNS depression has been reported to occur in chronic abusers exposed to high levels of toluene. Chronic inhalation exposure of humans to toluene also causes irritation of the upper respiratory tract and eyes, sore throat, dizziness, and headache. Human studies have reported developmental effects, such as CNS dysfunction, attention deficits, and minor craniofacial and limb anomalies, in the children of pregnant women exposed to high levels of toluene or mixed solvents by inhalation. EPA has concluded that that there is inadequate information to assess the carcinogenic potential of toluene.The molecule is a natural product found in Vitis rotundifolia, Psidium guajava, and other organisms with data available.The molecule is an aromatic hydrocarbon composed of a benzene ring linked to one methyl group. Toluene is used a solvent or as a chemical intermediate in various industrial applications. Rapid inhalation of high concentrations of toluene can cause severe neurological complications.The molecule is found in allspice. Toluene is isolated from distilled tolu balsam (Myroxylon balsamum). Minor constituent of lime oil (Citrus aurantifolia).Toluene, formerly known as toluol, is a clear, water-insoluble liquid with the typical smell of paint thinners. It is an aromatic hydrocarbon that is widely used as an industrial feedstock and as a solvent. (Wikipedia) Toluene has been shown to exhibit beta-oxidant, depressant, hepatoprotective, anesthetic and neurotransmitter functions (A7693, A7694, A7695, A7696, A7697).A widely used industrial solvent."
